id,company_id,year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,year_label,fiscal_year,month,is_ttm
217,ADANIPOWER,Mar 2016,3334.0,4134,52729.0,15597.0,75794.0,56941.0,88,0,18765,75794.0,Mar 2016,2016.0,Mar,False
218,ADANIPOWER,Mar 2017,3857.0,-857,52484.0,16027.0,71511.0,54391.0,125,164,16831,71511.0,Mar 2017,2017.0,Mar,False
219,ADANIPOWER,Mar 2018,3857.0,-2968,52835.0,15804.0,69528.0,52137.0,120,0,17271,69528.0,Mar 2018,2018.0,Mar,False
220,ADANIPOWER,Mar 2019,3857.0,3855,46980.0,13293.0,67985.0,50419.0,350,3,17213,67985.0,Mar 2019,2019.0,Mar,False
221,ADANIPOWER,Mar 2020,3857.0,2624,55199.0,13346.0,75025.0,55846.0,2347,3,16830,75025.0,Mar 2020,2020.0,Mar,False
222,ADANIPOWER,Mar 2021,3857.0,9256,52519.0,13175.0,78806.0,52851.0,6439,20,19495,78806.0,Mar 2021,2021.0,Mar,False
223,ADANIPOWER,Mar 2022,3857.0,14600,49145.0,14379.0,81981.0,53274.0,10270,183,18254,81981.0,Mar 2022,2022.0,Mar,False
224,ADANIPOWER,Mar 2023,3857.0,26019,42350.0,13596.0,85821.0,51451.0,12880,654,20836,85821.0,Mar 2023,2023.0,Mar,False
225,ADANIPOWER,Mar 2024,3857.0,39288,34616.0,14248.0,92009.0,63016.0,925,374,27694,92009.0,Mar 2024,2024.0,Mar,False
226,ADANIPOWER,Sep 2024,3857.0,52097,37705.0,17125.0,110784.0,71147.0,9455,321,29863,110784.0,Sep 2024,2024.0,Sep,False
227,AMBUJACEM,Dec 2012,308.0,8489,60.0,3487.0,12345.0,5951.0,524,1581,4289,12345.0,Dec 2012,2012.0,Dec,False
228,AMBUJACEM,Dec 2013,309.0,9153,48.0,3446.0,12956.0,6147.0,698,1714,4399,12956.0,Dec 2013,2013.0,Dec,False
229,AMBUJACEM,Dec 2014,310.0,9760,34.0,3774.0,13878.0,6310.0,692,2097,4780,13878.0,Dec 2014,2014.0,Dec,False
230,AMBUJACEM,Dec 2015,310.0,9961,35.0,3827.0,14133.0,6170.0,416,2149,5398,14133.0,Dec 2015,2015.0,Dec,False
231,AMBUJACEM,Dec 2016,397.0,19424,29.0,12974.0,32824.0,21410.0,582,175,10657,32824.0,Dec 2016,2016.0,Dec,False
232,AMBUJACEM,Dec 2017,397.0,20275,24.0,14813.0,35509.0,20898.0,667,153,13791,35509.0,Dec 2017,2017.0,Dec,False
233,AMBUJACEM,Dec 2018,397.0,21973,40.0,14981.0,37391.0,20636.0,1008,133,15613,37391.0,Dec 2018,2018.0,Dec,False
234,AMBUJACEM,Dec 2019,397.0,23681,41.0,16059.0,40178.0,20701.0,1554,150,17773,40178.0,Dec 2019,2019.0,Dec,False
235,AMBUJACEM,Dec 2020,397.0,22360,471.0,16490.0,39718.0,20486.0,2422,167,16643,39718.0,Dec 2020,2020.0,Dec,False
236,AMBUJACEM,Dec 2021,397.0,24957,477.0,19374.0,45205.0,22254.0,2168,198,20585,45205.0,Dec 2021,2021.0,Dec,False
237,AMBUJACEM,Mar 2023,397.0,31301,523.0,19501.0,51721.0,23551.0,2526,214,25430,51721.0,Mar 2023,2023.0,Mar,False
238,AMBUJACEM,Mar 2024,440.0,41016,699.0,23107.0,65261.0,32388.0,2658,849,29365,65261.0,Mar 2024,2024.0,Mar,False
239,AMBUJACEM,Sep 2024,493.0,49883,779.0,25417.0,76572.0,40857.0,6472,2223,27019,76572.0,Sep 2024,2024.0,Sep,False
240,APOLLOHOSP,Mar 2013,70.0,2677,1213.0,854.0,4814.0,2341.0,403,527,1543,4814.0,Mar 2013,2013.0,Mar,False
241,APOLLOHOSP,Mar 2014,70.0,2907,1344.0,1029.0,5350.0,2681.0,491,322,1855,5350.0,Mar 2014,2014.0,Mar,False
242,APOLLOHOSP,Mar 2015,70.0,3102,1992.0,1296.0,6459.0,3244.0,533,311,2372,6459.0,Mar 2015,2015.0,Mar,False
243,APOLLOHOSP,Mar 2016,70.0,3262,2834.0,1195.0,7360.0,3997.0,562,352,2448,7360.0,Mar 2016,2016.0,Mar,False
244,APOLLOHOSP,Mar 2017,70.0,3244,3125.0,1665.0,8103.0,4591.0,347,406,2759,8103.0,Mar 2017,2017.0,Mar,False
245,APOLLOHOSP,Mar 2018,70.0,3182,3427.0,1917.0,8596.0,4773.0,712,352,2759,8596.0,Mar 2018,2018.0,Mar,False
246,APOLLOHOSP,Mar 2019,70.0,3264,3673.0,2159.0,9166.0,4982.0,822,462,2901,9166.0,Mar 2019,2019.0,Mar,False
247,APOLLOHOSP,Mar 2020,70.0,3270,3596.0,4354.0,11289.0,7432.0,236,434,3187,11289.0,Mar 2020,2020.0,Mar,False
248,APOLLOHOSP,Mar 2021,72.0,4531,4160.0,2629.0,11392.0,6778.0,234,1343,3037,11392.0,Mar 2021,2021.0,Mar,False
249,APOLLOHOSP,Mar 2022,72.0,5551,4068.0,3570.0,13261.0,8296.0,46,816,4104,13261.0,Mar 2022,2022.0,Mar,False
250,APOLLOHOSP,Mar 2023,72.0,6126,4332.0,3886.0,14416.0,8520.0,610,574,4712,14416.0,Mar 2023,2023.0,Mar,False
251,APOLLOHOSP,Mar 2024,72.0,6864,5333.0,4474.0,16742.0,9664.0,873,986,5219,16742.0,Mar 2024,2024.0,Mar,False
252,APOLLOHOSP,Sep 2024,72.0,7429,7371.0,4676.0,19548.0,10201.0,1042,1012,7293,19548.0,Sep 2024,2024.0,Sep,False
253,ASIANPAINT,Mar 2013,96.0,3288,251.0,3149.0,6784.0,2441.0,59,296,3989,6784.0,Mar 2013,2013.0,Mar,False
254,ASIANPAINT,Mar 2014,96.0,3943,249.0,3787.0,8075.0,2562.0,72,1424,4019,8075.0,Mar 2014,2014.0,Mar,False
255,ASIANPAINT,Mar 2015,96.0,4646,418.0,3754.0,8914.0,2660.0,196,1588,4471,8914.0,Mar 2015,2015.0,Mar,False
256,ASIANPAINT,Mar 2016,96.0,6429,323.0,3711.0,10559.0,3416.0,107,2712,4324,10559.0,Mar 2016,2016.0,Mar,False
257,ASIANPAINT,Mar 2017,96.0,7508,560.0,4241.0,12405.0,3304.0,258,2652,6192,12405.0,Mar 2017,2017.0,Mar,False
258,ASIANPAINT,Mar 2018,96.0,8314,533.0,4820.0,13763.0,3732.0,1405,2141,6485,13763.0,Mar 2018,2018.0,Mar,False
259,ASIANPAINT,Mar 2019,96.0,9375,1320.0,5459.0,16249.0,6497.0,210,2569,6974,16249.0,Mar 2019,2019.0,Mar,False
260,ASIANPAINT,Mar 2020,96.0,10034,1118.0,4889.0,16138.0,6272.0,140,2019,7707,16138.0,Mar 2020,2020.0,Mar,False
261,ASIANPAINT,Mar 2021,96.0,12710,1093.0,6456.0,20355.0,5859.0,183,4737,9577,20355.0,Mar 2021,2021.0,Mar,False
262,ASIANPAINT,Mar 2022,96.0,13716,1587.0,7560.0,22958.0,5519.0,426,3248,13765,22958.0,Mar 2022,2022.0,Mar,False
263,ASIANPAINT,Mar 2023,96.0,15896,1933.0,7854.0,25779.0,5770.0,1020,4262,14728,25779.0,Mar 2023,2023.0,Mar,False
264,ASIANPAINT,Mar 2024,96.0,18632,2474.0,8698.0,29901.0,7147.0,2698,4588,15468,29901.0,Mar 2024,2024.0,Mar,False
265,ASIANPAINT,Sep 2024,96.0,17928,2516.0,8934.0,29474.0,7879.0,2272,3695,15629,29474.0,Sep 2024,2024.0,Sep,False
266,ASIANPAINT,Mar 2013,96.0,3288,251.0,3149.0,6784.0,2441.0,59,296,3989,6784.0,Mar 2013,2013.0,Mar,False
267,ASIANPAINT,Mar 2014,96.0,3943,249.0,3787.0,8075.0,2562.0,72,1424,4019,8075.0,Mar 2014,2014.0,Mar,False
268,ASIANPAINT,Mar 2015,96.0,4646,418.0,3754.0,8914.0,2660.0,196,1588,4471,8914.0,Mar 2015,2015.0,Mar,False
269,ASIANPAINT,Mar 2016,96.0,6429,323.0,3711.0,10559.0,3416.0,107,2712,4324,10559.0,Mar 2016,2016.0,Mar,False
270,ASIANPAINT,Mar 2017,96.0,7508,560.0,4241.0,12405.0,3304.0,258,2652,6192,12405.0,Mar 2017,2017.0,Mar,False
271,ASIANPAINT,Mar 2018,96.0,8314,533.0,4820.0,13763.0,3732.0,1405,2141,6485,13763.0,Mar 2018,2018.0,Mar,False
272,ASIANPAINT,Mar 2019,96.0,9375,1320.0,5459.0,16249.0,6497.0,210,2569,6974,16249.0,Mar 2019,2019.0,Mar,False
273,ASIANPAINT,Mar 2020,96.0,10034,1118.0,4889.0,16138.0,6272.0,140,2019,7707,16138.0,Mar 2020,2020.0,Mar,False
274,ASIANPAINT,Mar 2021,96.0,12710,1093.0,6456.0,20355.0,5859.0,183,4737,9577,20355.0,Mar 2021,2021.0,Mar,False
275,ASIANPAINT,Mar 2022,96.0,13716,1587.0,7560.0,22958.0,5519.0,426,3248,13765,22958.0,Mar 2022,2022.0,Mar,False
276,ASIANPAINT,Mar 2023,96.0,15896,1933.0,7854.0,25779.0,5770.0,1020,4262,14728,25779.0,Mar 2023,2023.0,Mar,False
277,ASIANPAINT,Mar 2024,96.0,18632,2474.0,8698.0,29901.0,7147.0,2698,4588,15468,29901.0,Mar 2024,2024.0,Mar,False
278,ASIANPAINT,Sep 2024,96.0,17928,2516.0,8934.0,29474.0,7879.0,2272,3695,15629,29474.0,Sep 2024,2024.0,Sep,False
279,ATGL,Mar 2018,257.0,759,1345.0,442.0,2803.0,897.0,102,180,1624,2803.0,Mar 2018,2018.0,Mar,False
280,ATGL,Mar 2019,110.0,992,394.0,552.0,2048.0,980.0,190,176,701,2048.0,Mar 2019,2019.0,Mar,False
281,ATGL,Mar 2020,110.0,1361,428.0,577.0,2476.0,1198.0,342,282,655,2476.0,Mar 2020,2020.0,Mar,False
282,ATGL,Mar 2021,110.0,1824,529.0,741.0,3204.0,1379.0,696,417,711,3204.0,Mar 2021,2021.0,Mar,False
283,ATGL,Mar 2022,110.0,2306,1035.0,964.0,4415.0,1733.0,1171,634,878,4415.0,Mar 2022,2022.0,Mar,False
284,ATGL,Mar 2023,110.0,2831,1422.0,1282.0,5645.0,2335.0,1619,682,1010,5645.0,Mar 2023,2023.0,Mar,False
285,ATGL,Mar 2024,110.0,3470,1557.0,1454.0,6592.0,3174.0,1502,706,1209,6592.0,Mar 2024,2024.0,Mar,False
286,ATGL,Sep 2024,110.0,3801,1457.0,1474.0,6842.0,3421.0,1527,922,974,6842.0,Sep 2024,2024.0,Sep,False
287,AXISBANK,Mar 2013,468.0,32690,296254.0,11145.0,340558.0,2245.0,142,113378,224792,340558.0,Mar 2013,2013.0,Mar,False
288,AXISBANK,Mar 2014,470.0,37926,333280.0,14674.0,386350.0,2346.0,102,113093,270810,386350.0,Mar 2014,2014.0,Mar,False
289,AXISBANK,Mar 2015,474.0,44475,406638.0,15656.0,467243.0,2447.0,105,118527,346164,467243.0,Mar 2015,2015.0,Mar,False
290,AXISBANK,Mar 2016,477.0,53082,472150.0,20678.0,546387.0,3358.0,216,131399,411414,546387.0,Mar 2016,2016.0,Mar,False
291,AXISBANK,Mar 2017,479.0,55901,527437.0,27644.0,611462.0,3518.0,292,129018,478633,611462.0,Mar 2017,2017.0,Mar,False
292,AXISBANK,Mar 2018,513.0,63694,611425.0,28071.0,703703.0,3697.0,352,153037,546618,703703.0,Mar 2018,2018.0,Mar,False
293,AXISBANK,Mar 2019,514.0,67288,711996.0,34248.0,814046.0,3842.0,288,174056,635860,814046.0,Mar 2019,2019.0,Mar,False
294,AXISBANK,Mar 2020,564.0,85776,797337.0,44194.0,927872.0,3912.0,483,155282,768196,927872.0,Mar 2020,2020.0,Mar,False
295,AXISBANK,Mar 2021,613.0,102981,850551.0,46859.0,1001005.0,4501.0,118,225336,771050,1001005.0,Mar 2021,2021.0,Mar,False
296,AXISBANK,Mar 2022,614.0,117647,1020943.0,56576.0,1195779.0,4753.0,215,274608,916203,1195779.0,Mar 2022,2022.0,Mar,False
297,AXISBANK,Mar 2023,615.0,129166,1152038.0,62598.0,1344418.0,5000.0,142,288095,1051181,1344418.0,Mar 2023,2023.0,Mar,False
298,AXISBANK,Mar 2024,617.0,156406,1295302.0,65913.0,1518239.0,5860.0,267,332354,1179758,1518239.0,Mar 2024,2024.0,Mar,False
299,BAJAJ-AUTO,Mar 2013,289.0,7776,116.0,4461.0,12642.0,2355.0,294,6059,3934,12642.0,Mar 2013,2013.0,Mar,False
300,BAJAJ-AUTO,Mar 2014,289.0,9878,59.0,5081.0,15308.0,2660.0,144,8448,4056,15308.0,Mar 2014,2014.0,Mar,False
301,BAJAJ-AUTO,Mar 2015,289.0,10806,112.0,4758.0,15966.0,2448.0,255,8985,4277,15966.0,Mar 2015,2015.0,Mar,False
302,BAJAJ-AUTO,Mar 2016,289.0,13731,118.0,3102.0,17240.0,2026.0,52,11067,4095,17240.0,Mar 2016,2016.0,Mar,False
303,BAJAJ-AUTO,Mar 2017,289.0,17567,120.0,3661.0,21638.0,2002.0,42,15477,4117,21638.0,Mar 2017,2017.0,Mar,False
304,BAJAJ-AUTO,Mar 2018,289.0,20136,121.0,4595.0,25141.0,1878.0,56,18895,4312,25141.0,Mar 2018,2018.0,Mar,False
305,BAJAJ-AUTO,Mar 2019,289.0,22944,125.0,5476.0,28834.0,1764.0,48,20603,6420,28834.0,Mar 2019,2019.0,Mar,False
306,BAJAJ-AUTO,Mar 2020,289.0,21373,126.0,4722.0,26510.0,1699.0,60,19914,4837,26510.0,Mar 2020,2020.0,Mar,False
307,BAJAJ-AUTO,Mar 2021,289.0,26984,121.0,6207.0,33602.0,1668.0,16,24687,7232,33602.0,Mar 2021,2021.0,Mar,False
308,BAJAJ-AUTO,Mar 2022,289.0,29570,123.0,5129.0,35111.0,1836.0,77,26634,6564,35111.0,Mar 2022,2022.0,Mar,False
309,BAJAJ-AUTO,Mar 2023,283.0,29079,124.0,5651.0,35136.0,2842.0,85,26183,6026,35136.0,Mar 2023,2023.0,Mar,False
310,BAJAJ-AUTO,Mar 2024,279.0,28683,1912.0,8470.0,39344.0,3217.0,35,28087,8005,39344.0,Mar 2024,2024.0,Mar,False
311,BAJAJ-AUTO,Sep 2024,279.0,30700,5245.0,9618.0,45842.0,3214.0,141,28552,13934,45842.0,Sep 2024,2024.0,Sep,False
312,BAJAJFINSV,Mar 2013,80.0,7722,12991.0,44578.0,65370.0,1208.0,2,43251,20910,65370.0,Mar 2013,2013.0,Mar,False
313,BAJAJFINSV,Mar 2014,80.0,9232,19507.0,45565.0,74383.0,1262.0,1,45314,27805,74383.0,Mar 2014,2014.0,Mar,False
314,BAJAJFINSV,Mar 2015,80.0,11009,26312.0,50827.0,88228.0,1261.0,3,51367,35598,88228.0,Mar 2015,2015.0,Mar,False
315,BAJAJFINSV,Mar 2016,80.0,13519,36062.0,54290.0,103951.0,1274.0,11,53698,48969,103951.0,Mar 2016,2016.0,Mar,False
316,BAJAJFINSV,Mar 2017,80.0,16071,48282.0,64181.0,128614.0,1645.0,4,62658,64306,128614.0,Mar 2017,2017.0,Mar,False
317,BAJAJFINSV,Mar 2018,80.0,20403,65695.0,75337.0,161514.0,1792.0,28,69428,90266,161514.0,Mar 2018,2018.0,Mar,False
318,BAJAJFINSV,Mar 2019,80.0,23660,99754.0,84934.0,208428.0,2097.0,66,81679,124587,208428.0,Mar 2019,2019.0,Mar,False
319,BAJAJFINSV,Mar 2020,80.0,31222,127212.0,92791.0,251304.0,3216.0,45,91821,156223,251304.0,Mar 2020,2020.0,Mar,False
320,BAJAJFINSV,Mar 2021,80.0,35750,128461.0,115554.0,279845.0,3182.0,129,113654,162879,279845.0,Mar 2021,2021.0,Mar,False
321,BAJAJFINSV,Mar 2022,80.0,40167,161179.0,131987.0,333413.0,3586.0,113,119222,210493,333413.0,Mar 2022,2022.0,Mar,False
322,BAJAJFINSV,Mar 2023,159.0,46248,212265.0,146729.0,405401.0,4336.0,191,136176,264698,405401.0,Mar 2023,2023.0,Mar,False
323,BAJAJFINSV,Mar 2024,159.0,60169,288933.0,188154.0,537415.0,5455.0,220,168385,363355,537415.0,Mar 2024,2024.0,Mar,False
324,BAJAJFINSV,Sep 2024,160.0,68165,318675.0,214195.0,601195.0,6048.0,105,185250,409792,601195.0,Sep 2024,2024.0,Sep,False
325,BAJAJHLDNG,Mar 2013,111.0,10234,0.0,430.0,10775.0,532.0,0,9577,666,10775.0,Mar 2013,2013.0,Mar,False
326,BAJAJHLDNG,Mar 2014,111.0,11888,0.0,449.0,12448.0,532.0,0,11325,592,12448.0,Mar 2014,2014.0,Mar,False
327,BAJAJHLDNG,Mar 2015,111.0,13282,0.0,500.0,13893.0,544.0,0,13078,271,13893.0,Mar 2015,2015.0,Mar,False
328,BAJAJHLDNG,Mar 2016,111.0,15182,0.0,178.0,15472.0,544.0,0,13276,1651,15472.0,Mar 2016,2016.0,Mar,False
329,BAJAJHLDNG,Mar 2017,111.0,17707,0.0,71.0,17889.0,222.0,0,17364,302,17889.0,Mar 2017,2017.0,Mar,False
330,BAJAJHLDNG,Mar 2018,111.0,25090,0.0,68.0,25269.0,215.0,0,24575,478,25269.0,Mar 2018,2018.0,Mar,False
331,BAJAJHLDNG,Mar 2019,111.0,26841,0.0,56.0,27008.0,193.0,0,26257,558,27008.0,Mar 2019,2019.0,Mar,False
332,BAJAJHLDNG,Mar 2020,111.0,27652,168.0,4797.0,32729.0,374.0,0,32068,287,32729.0,Mar 2020,2020.0,Mar,False
333,BAJAJHLDNG,Mar 2021,111.0,37056,136.0,8186.0,45490.0,342.0,0,44914,234,45490.0,Mar 2021,2021.0,Mar,False
334,BAJAJHLDNG,Mar 2022,111.0,42731,114.0,10632.0,53588.0,310.0,0,52964,314,53588.0,Mar 2022,2022.0,Mar,False
335,BAJAJHLDNG,Mar 2023,111.0,44071,93.0,8913.0,53188.0,278.0,0,52555,355,53188.0,Mar 2023,2023.0,Mar,False
336,BAJAJHLDNG,Mar 2024,111.0,54136,63.0,10851.0,65161.0,244.0,0,64715,203,65161.0,Mar 2024,2024.0,Mar,False
337,BAJAJHLDNG,Sep 2024,111.0,59712,47.0,12662.0,72533.0,227.0,0,71252,1054,72533.0,Sep 2024,2024.0,Sep,False
338,BAJFINANCE,Mar 2015,50.0,4750,26655.0,1325.0,32780.0,252.0,0,326,32201,32780.0,Mar 2015,2015.0,Mar,False
339,BAJFINANCE,Mar 2016,54.0,7373,37025.0,2522.0,46973.0,290.0,0,1029,45654,46973.0,Mar 2016,2016.0,Mar,False
340,BAJFINANCE,Mar 2017,109.0,9491,49250.0,4881.0,63731.0,366.0,0,4070,59295,63731.0,Mar 2017,2017.0,Mar,False
341,BAJFINANCE,Mar 2018,115.0,15733,66557.0,2393.0,84798.0,470.0,0,3139,81189,84798.0,Mar 2018,2018.0,Mar,False
342,BAJFINANCE,Mar 2019,115.0,19582,101588.0,2948.0,124233.0,695.0,0,8599,114939,124233.0,Mar 2019,2019.0,Mar,False
343,BAJFINANCE,Mar 2020,120.0,32208,129806.0,2257.0,164391.0,1321.0,0,17544,145526,164391.0,Mar 2020,2020.0,Mar,False
344,BAJFINANCE,Mar 2021,120.0,36798,131634.0,2918.0,171470.0,1316.0,51,18397,151707,171470.0,Mar 2021,2021.0,Mar,False
345,BAJFINANCE,Mar 2022,121.0,43592,165232.0,3562.0,212506.0,1716.0,34,12246,198510,212506.0,Mar 2022,2022.0,Mar,False
346,BAJFINANCE,Mar 2023,121.0,54251,216690.0,4164.0,275226.0,2308.0,80,22752,250087,275226.0,Mar 2023,2023.0,Mar,False
347,BAJFINANCE,Mar 2024,124.0,76572,293346.0,5700.0,375742.0,3250.0,43,30881,341568,375742.0,Mar 2024,2024.0,Mar,False
348,BAJFINANCE,Sep 2024,124.0,86679,324218.0,9635.0,420656.0,3423.0,29,31036,386167,420656.0,Sep 2024,2024.0,Sep,False
349,BANKBARODA,Mar 2013,423.0,32859,509192.0,16914.0,559387.0,2550.0,0,125617,431220,559387.0,Mar 2013,2013.0,Mar,False
350,BANKBARODA,Mar 2014,431.0,37416,616973.0,21284.0,676104.0,2849.0,0,122113,551142,676104.0,Mar 2014,2014.0,Mar,False
351,BANKBARODA,Mar 2015,444.0,41574,665483.0,26465.0,733966.0,2978.0,0,124739,606248,733966.0,Mar 2015,2015.0,Mar,False
352,BANKBARODA,Mar 2016,462.0,42041,620536.0,28134.0,691173.0,6359.0,0,128894,555920,691173.0,Mar 2016,2016.0,Mar,False
353,BANKBARODA,Mar 2017,462.0,42605,648499.0,27649.0,719216.0,5930.0,0,140716,572570,719216.0,Mar 2017,2017.0,Mar,False
354,BANKBARODA,Mar 2018,530.0,46036,672311.0,28919.0,747796.0,5532.0,0,175137,567126,747796.0,Mar 2018,2018.0,Mar,False
355,BANKBARODA,Mar 2019,530.0,54466,734456.0,30217.0,819670.0,7368.0,0,195716,616586,819670.0,Mar 2019,2019.0,Mar,False
356,BANKBARODA,Mar 2020,925.0,75179,1068981.0,54850.0,1199935.0,9268.0,0,289727,900941,1199935.0,Mar 2020,2020.0,Mar,False
357,BANKBARODA,Mar 2021,1036.0,81354,1067173.0,53104.0,1202667.0,8441.0,0,281859,912367,1202667.0,Mar 2021,2021.0,Mar,False
358,BANKBARODA,Mar 2022,1036.0,90833,1185331.0,62922.0,1340121.0,11098.0,1,347587,981435,1340121.0,Mar 2022,2022.0,Mar,False
359,BANKBARODA,Mar 2023,1036.0,104019,1342592.0,78224.0,1525871.0,9865.0,3,397487,1118516,1525871.0,Mar 2023,2023.0,Mar,False
360,BANKBARODA,Mar 2024,1036.0,118677,1453761.0,81302.0,1654775.0,9054.0,6,407136,1238579,1654775.0,Mar 2024,2024.0,Mar,False
361,BEL,Mar 2013,2.0,4,24.0,15.0,45.0,12.0,0,0,33,45.0,Mar 2013,2013.0,Mar,False
362,BEL,Mar 2014,2.0,5,21.0,18.0,46.0,7.0,0,0,39,46.0,Mar 2014,2014.0,Mar,False
363,BEL,Mar 2015,2.0,5,26.0,16.0,49.0,6.0,0,0,43,49.0,Mar 2015,2015.0,Mar,False
364,BEL,Mar 2016,9.0,3,25.0,15.0,52.0,6.0,0,0,46,52.0,Mar 2016,2016.0,Mar,False
365,BEL,Mar 2017,9.0,6,29.0,32.0,77.0,6.0,0,0,71,77.0,Mar 2017,2017.0,Mar,False
366,BEL,Mar 2018,10.0,21,48.0,42.0,121.0,11.0,0,0,110,121.0,Mar 2018,2018.0,Mar,False
367,BEL,Mar 2019,11.0,38,47.0,30.0,126.0,11.0,0,0,114,126.0,Mar 2019,2019.0,Mar,False
368,BEL,Mar 2020,11.0,44,44.0,23.0,122.0,14.0,0,0,108,122.0,Mar 2020,2020.0,Mar,False
369,BEL,Mar 2021,11.0,48,49.0,43.0,152.0,15.0,1,0,136,152.0,Mar 2021,2021.0,Mar,False
370,BEL,Mar 2022,11.0,58,58.0,35.0,163.0,17.0,0,0,145,163.0,Mar 2022,2022.0,Mar,False
371,BEL,Mar 2023,11.0,64,39.0,29.0,144.0,17.0,0,0,126,144.0,Mar 2023,2023.0,Mar,False
372,BEL,Mar 2024,11.0,73,43.0,33.0,161.0,18.0,0,1,142,161.0,Mar 2024,2024.0,Mar,False
373,BEL,Sep 2024,11.0,80,78.0,55.0,225.0,34.0,1,1,190,225.0,Sep 2024,2024.0,Sep,False
374,BHARTIARTL,Mar 2013,1899.0,48423,66736.0,40912.0,157970.0,125674.0,2992,7710,21594,157970.0,Mar 2013,2013.0,Mar,False
375,BHARTIARTL,Mar 2014,1999.0,57757,75896.0,45840.0,181492.0,140614.0,0,15531,25347,181492.0,Mar 2014,2014.0,Mar,False
376,BHARTIARTL,Mar 2015,1999.0,37778,83415.0,58747.0,181939.0,124279.0,17415,10752,29494,181939.0,Mar 2015,2015.0,Mar,False
377,BHARTIARTL,Mar 2016,1999.0,64771,100646.0,57056.0,224472.0,172293.0,5702,11977,34500,224472.0,Mar 2016,2016.0,Mar,False
378,BHARTIARTL,Mar 2017,1999.0,65458,107288.0,57578.0,232322.0,178235.0,10838,14339,28910,232322.0,Mar 2017,2017.0,Mar,False
379,BHARTIARTL,Mar 2018,1999.0,67536,111334.0,68653.0,249521.0,187200.0,9751,16159,36411,249521.0,Mar 2018,2018.0,Mar,False
380,BHARTIARTL,Mar 2019,1999.0,69424,125428.0,77176.0,274026.0,200832.0,9634,15711,47850,274026.0,Mar 2019,2019.0,Mar,False
381,BHARTIARTL,Mar 2020,2728.0,74417,148228.0,133718.0,359091.0,229256.0,4282,25476,100077,359091.0,Mar 2020,2020.0,Mar,False
382,BHARTIARTL,Mar 2021,2746.0,56207,162785.0,122679.0,344417.0,223480.0,5726,27550,87661,344417.0,Mar 2021,2021.0,Mar,False
383,BHARTIARTL,Mar 2022,2795.0,63759,169678.0,124975.0,361207.0,244083.0,5955,29349,81820,361207.0,Mar 2022,2022.0,Mar,False
384,BHARTIARTL,Mar 2023,2837.0,74726,226020.0,140974.0,444557.0,277394.0,49425,32954,84784,444557.0,Mar 2023,2023.0,Mar,False
385,BHARTIARTL,Mar 2024,2877.0,79742,215592.0,144408.0,442019.0,303303.0,16904,31602,90210,442019.0,Mar 2024,2024.0,Mar,False
386,BHARTIARTL,Sep 2024,2896.0,84202,225541.0,148344.0,460982.0,330199.0,8753,34438,87592,460982.0,Sep 2024,2024.0,Sep,False
387,BHEL,Mar 2013,490.0,30059,2698.0,38572.0,71818.0,4667.0,2467,6,64679,71818.0,Mar 2013,2013.0,Mar,False
388,BHEL,Mar 2014,490.0,32681,4693.0,37468.0,75331.0,4729.0,2931,6,67665,75331.0,Mar 2014,2014.0,Mar,False
389,BHEL,Mar 2015,490.0,33717,1889.0,34887.0,70983.0,4230.0,2614,6,64134,70983.0,Mar 2015,2015.0,Mar,False
390,BHEL,Mar 2016,490.0,31825,211.0,33051.0,65577.0,3969.0,318,796,60494,65577.0,Mar 2016,2016.0,Mar,False
391,BHEL,Mar 2017,490.0,31899,156.0,29153.0,61698.0,3601.0,168,757,57171,61698.0,Mar 2017,2017.0,Mar,False
392,BHEL,Mar 2018,734.0,31601,110.0,31495.0,63940.0,3073.0,203,429,60235,63940.0,Mar 2018,2018.0,Mar,False
393,BHEL,Mar 2019,696.0,30208,2598.0,30987.0,64490.0,2970.0,235,152,61132,64490.0,Mar 2019,2019.0,Mar,False
394,BHEL,Mar 2020,696.0,27964,5080.0,26550.0,60291.0,2817.0,314,162,56998,60291.0,Mar 2020,2020.0,Mar,False
395,BHEL,Mar 2021,696.0,25287,4951.0,25025.0,55960.0,2491.0,420,185,52864,55960.0,Mar 2021,2021.0,Mar,False
396,BHEL,Mar 2022,696.0,25810,4830.0,25654.0,56991.0,2398.0,431,205,53956,56991.0,Mar 2022,2022.0,Mar,False
397,BHEL,Mar 2023,696.0,23682,5454.0,27832.0,57664.0,2476.0,354,235,54599,57664.0,Mar 2023,2023.0,Mar,False
398,BHEL,Mar 2024,696.0,23742,8856.0,26493.0,59788.0,2574.0,308,256,56650,59788.0,Mar 2024,2024.0,Mar,False
399,BHEL,Sep 2024,696.0,23503,9128.0,28466.0,61793.0,2571.0,311,267,58645,61793.0,Sep 2024,2024.0,Sep,False
400,BOSCHLTD,Dec 2012,31.0,5542,230.0,2098.0,7902.0,863.0,408,1529,5102,7902.0,Dec 2012,2012.0,Dec,False
401,BOSCHLTD,Dec 2013,31.0,6263,183.0,2414.0,8891.0,938.0,440,2202,5311,8891.0,Dec 2013,2013.0,Dec,False
402,BOSCHLTD,Mar 2015,31.0,7316,111.0,2973.0,10431.0,968.0,276,2890,6298,10431.0,Mar 2015,2015.0,Mar,False
