id,company_id,year,equity_capital,reserves,borrowings,other_liabilities,total_liabilities,fixed_assets,cwip,investments,other_asset,total_assets,year_label,fiscal_year,month,is_ttm
176,ADANIENT,Mar 2019,110.0,14646,11243.0,16537.0,42536.0,9020.0,5765,1511,26240,42536.0,Mar 2019,2019.0,Mar,False
177,ADANIENT,Mar 2020,110.0,16837,12419.0,17509.0,46875.0,10476.0,7347,1952,27099,46875.0,Mar 2020,2020.0,Mar,False
178,ADANIENT,Mar 2021,110.0,17049,16227.0,18231.0,51617.0,10838.0,8825,5503,26451,51617.0,Mar 2021,2021.0,Mar,False
179,ADANIENT,Mar 2022,110.0,22147,41604.0,37726.0,101586.0,30123.0,23544,4292,43627,101586.0,Mar 2022,2022.0,Mar,False
180,ADANIENT,Mar 2023,114.0,32937,53200.0,55027.0,141278.0,56881.0,24025,6310,54062,141278.0,Mar 2023,2023.0,Mar,False
181,ADANIENT,Mar 2024,114.0,38962,65310.0,56200.0,160586.0,65978.0,35180,8701,50728,160586.0,Mar 2024,2024.0,Mar,False
182,ADANIENT,Sep 2024,114.0,41782,80427.0,59445.0,181768.0,84751.0,29745,10322,56949,181768.0,Sep 2024,2024.0,Sep,False
192,ADANIGREEN,Mar 2017,1274.0,-71,4347.0,610.0,6160.0,4341.0,267,26,1525,6160.0,Mar 2017,2017.0,Mar,False
193,ADANIGREEN,Mar 2018,1564.0,-223,9864.0,4503.0,15709.0,9120.0,1725,87,4777,15709.0,Mar 2018,2018.0,Mar,False
194,ADANIGREEN,Mar 2019,1564.0,369,11142.0,1582.0,14658.0,10388.0,743,77,3449,14658.0,Mar 2019,2019.0,Mar,False
195,ADANIGREEN,Mar 2020,1564.0,793,14866.0,1201.0,18424.0,12554.0,1208,476,4186,18424.0,Mar 2020,2020.0,Mar,False
196,ADANIGREEN,Mar 2021,1564.0,636,24209.0,2283.0,28692.0,16429.0,4452,502,7309,28692.0,Mar 2021,2021.0,Mar,False
197,ADANIGREEN,Mar 2022,1564.0,1050,52832.0,3508.0,58954.0,28452.0,19999,574,10029,58954.0,Mar 2022,2022.0,Mar,False
198,ADANIGREEN,Mar 2023,1584.0,5720,54223.0,5382.0,66909.0,48336.0,5291,1149,12133,66909.0,Mar 2023,2023.0,Mar,False
199,ADANIGREEN,Mar 2024,1584.0,8250,64858.0,13394.0,88086.0,62284.0,6427,1515,17860,88086.0,Mar 2024,2024.0,Mar,False
200,ADANIGREEN,Sep 2024,1584.0,8992,67430.0,20252.0,98258.0,64632.0,14617,2331,16678,98258.0,Sep 2024,2024.0,Sep,False
201,ADANIPORTS,Mar 2013,401.0,5993,11620.0,3022.0,21035.0,11382.0,2951,222,6480,21035.0,Mar 2013,2013.0,Mar,False
202,ADANIPORTS,Mar 2014,414.0,8351,12979.0,2933.0,24677.0,13163.0,2025,63,9426,24677.0,Mar 2014,2014.0,Mar,False
203,ADANIPORTS,Mar 2015,414.0,10351,17776.0,3541.0,32082.0,20527.0,1276,260,10020,32082.0,Mar 2015,2015.0,Mar,False
204,ADANIPORTS,Mar 2016,414.0,13091,22342.0,2538.0,38385.0,20883.0,1967,545,14990,38385.0,Mar 2016,2016.0,Mar,False
205,ADANIPORTS,Mar 2017,414.0,17112,22214.0,3629.0,43369.0,21054.0,4514,1161,16641,43369.0,Mar 2017,2017.0,Mar,False
206,ADANIPORTS,Mar 2018,414.0,20489,22370.0,3960.0,47233.0,22670.0,4545,1079,18938,47233.0,Mar 2018,2018.0,Mar,False
207,ADANIPORTS,Mar 2019,414.0,23958,27712.0,4228.0,56311.0,28121.0,4483,782,22924,56311.0,Mar 2019,2019.0,Mar,False
208,ADANIPORTS,Mar 2020,406.0,25051,30242.0,6217.0,61917.0,32715.0,3216,1178,24808,61917.0,Mar 2020,2020.0,Mar,False
209,ADANIPORTS,Mar 2021,406.0,30035,35855.0,8285.0,74582.0,48291.0,3697,2236,20358,74582.0,Mar 2021,2021.0,Mar,False
210,ADANIPORTS,Mar 2022,422.0,41399,47935.0,8572.0,98328.0,62553.0,4023,3161,28591,98328.0,Mar 2022,2022.0,Mar,False
211,ADANIPORTS,Mar 2023,432.0,44957,53434.0,13740.0,112563.0,72224.0,6637,7432,26271,112563.0,Mar 2023,2023.0,Mar,False
212,ADANIPORTS,Mar 2024,432.0,52346,49470.0,14751.0,116999.0,75148.0,10936,4289,26627,116999.0,Mar 2024,2024.0,Mar,False
213,ADANIPORTS,Sep 2024,432.0,56744,50485.0,18354.0,126015.0,79136.0,13328,4489,29062,126015.0,Sep 2024,2024.0,Sep,False
214,ADANIPOWER,Mar 2013,2393.0,1900,41795.0,8599.0,54688.0,29089.0,18976,22,6600,54688.0,Mar 2013,2013.0,Mar,False
215,ADANIPOWER,Mar 2014,2872.0,3671,44150.0,8045.0,58739.0,46365.0,3660,115,8599,58739.0,Mar 2014,2014.0,Mar,False
216,ADANIPOWER,Mar 2015,2872.0,2853,44742.0,8008.0,58474.0,45080.0,191,357,12846,58474.0,Mar 2015,2015.0,Mar,False
