id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,year_label,fiscal_year,month,is_ttm
234,BAJAJFINSV,Mar 2015,11335.0,5823.0,5511.0,49.0,8.0,2230,38,3251.0,26.0,2409.0,11.0,2.0,Mar 2015,2015.0,Mar,False
235,BAJAJFINSV,Mar 2016,20533.0,13795.0,6739.0,33.0,0.0,2877,58,3804.0,27.0,2775.0,12.0,1.0,Mar 2016,2016.0,Mar,False
236,BAJAJFINSV,Mar 2017,24507.0,15794.0,8713.0,36.0,0.0,3716,73,4925.0,30.0,3450.0,14.0,1.0,Mar 2017,2017.0,Mar,False
237,BAJAJFINSV,Mar 2018,32862.0,22074.0,10788.0,33.0,1.0,4531,160,6099.0,32.0,4176.0,17.0,1.0,Mar 2018,2018.0,Mar,False
238,BAJAJFINSV,Mar 2019,42605.0,27569.0,15037.0,35.0,2.0,6657,226,8155.0,34.0,5374.0,20.0,1.0,Mar 2019,2019.0,Mar,False
239,BAJAJFINSV,Mar 2020,54351.0,36094.0,18258.0,34.0,0.0,9500,457,8302.0,28.0,5994.0,21.0,2.0,Mar 2020,2020.0,Mar,False
240,BAJAJFINSV,Mar 2021,60592.0,40950.0,19641.0,32.0,-7.0,9274,498,9862.0,25.0,7367.0,28.0,1.0,Mar 2021,2021.0,Mar,False
241,BAJAJFINSV,Mar 2022,68406.0,46951.0,21455.0,31.0,8.0,9629,563,11271.0,26.0,8314.0,29.0,1.0,Mar 2022,2022.0,Mar,False
242,BAJAJFINSV,Mar 2023,82072.0,52204.0,29868.0,36.0,1.0,12380,678,16811.0,27.0,12210.0,40.0,2.0,Mar 2023,2023.0,Mar,False
243,BAJAJFINSV,Mar 2024,110382.0,69497.0,40886.0,37.0,-4.0,18607,900,21375.0,27.0,15595.0,51.0,2.0,Mar 2024,2024.0,Mar,False
244,BAJAJFINSV,TTM,126263.0,80784.0,45479.0,36.0,12.0,21568,1031,22892.0,,16520.0,53.0,,TTM,,,True
245,BAJAJHLDNG,Mar 2013,337.0,15.0,322.0,95.0,3.0,0,2,322.0,21.0,1856.0,167.0,15.0,Mar 2013,2013.0,Mar,False
246,BAJAJHLDNG,Mar 2014,423.0,23.0,400.0,94.0,5.0,0,5,400.0,20.0,1988.0,179.0,17.0,Mar 2014,2014.0,Mar,False
247,BAJAJHLDNG,Mar 2015,524.0,40.0,484.0,92.0,35.0,0,6,513.0,19.0,2029.0,182.0,19.0,Mar 2015,2015.0,Mar,False
248,BAJAJHLDNG,Mar 2016,470.0,42.0,429.0,91.0,7.0,0,5,430.0,21.0,2265.0,204.0,16.0,Mar 2016,2016.0,Mar,False
249,BAJAJHLDNG,Mar 2017,842.0,215.0,628.0,75.0,8.0,0,5,630.0,21.0,2473.0,222.0,15.0,Mar 2017,2017.0,Mar,False
250,BAJAJHLDNG,Mar 2018,420.0,65.0,355.0,85.0,2390.0,0,5,2739.0,3.0,2655.0,239.0,17.0,Mar 2018,2018.0,Mar,False
251,BAJAJHLDNG,Mar 2019,431.0,85.0,347.0,80.0,2827.0,0,4,3170.0,4.0,3048.0,274.0,12.0,Mar 2019,2019.0,Mar,False
252,BAJAJHLDNG,Mar 2020,435.0,134.0,301.0,69.0,3058.0,13,33,3314.0,7.0,3080.0,269.0,15.0,Mar 2020,2020.0,Mar,False
253,BAJAJHLDNG,Mar 2021,457.0,106.0,352.0,77.0,3451.0,4,34,3766.0,3.0,3654.0,328.0,12.0,Mar 2021,2021.0,Mar,False
254,BAJAJHLDNG,Mar 2022,484.0,117.0,367.0,76.0,3896.0,3,34,4226.0,2.0,4126.0,364.0,32.0,Mar 2022,2022.0,Mar,False
255,BAJAJHLDNG,Mar 2023,522.0,142.0,380.0,73.0,4673.0,7,34,5012.0,1.0,4946.0,436.0,28.0,Mar 2023,2023.0,Mar,False
256,BAJAJHLDNG,Mar 2024,1702.0,140.0,1562.0,92.0,5967.0,2,34,7493.0,2.0,7365.0,653.0,20.0,Mar 2024,2024.0,Mar,False
257,BAJAJHLDNG,TTM,1733.0,178.0,1554.0,90.0,6055.0,2,34,7574.0,,7486.0,666.0,,TTM,,,True
258,BAJFINANCE,Mar 2015,5392.0,2274.0,1752.0,1367.0,25.0,26,36,1357.0,34.0,898.0,18.0,10.0,Mar 2015,2015.0,Mar,False
259,BAJFINANCE,Mar 2016,7299.0,2959.0,2354.0,1986.0,27.0,35,56,1965.0,35.0,1279.0,24.0,10.0,Mar 2016,2016.0,Mar,False
260,BAJFINANCE,Mar 2017,9970.0,3853.0,3250.0,2867.0,29.0,22,71,2817.0,35.0,1836.0,33.0,11.0,Mar 2017,2017.0,Mar,False
261,BAJFINANCE,Mar 2018,12746.0,4696.0,4115.0,3935.0,31.0,10,102,3843.0,35.0,2496.0,43.0,9.0,Mar 2018,2018.0,Mar,False
262,BAJFINANCE,Mar 2019,18487.0,6723.0,5454.0,6310.0,34.0,13,144,6179.0,35.0,3995.0,69.0,9.0,Mar 2019,2019.0,Mar,False
263,BAJFINANCE,Mar 2020,26374.0,9608.0,9159.0,7608.0,29.0,9,295,7322.0,28.0,5264.0,87.0,11.0,Mar 2020,2020.0,Mar,False
264,BAJFINANCE,Mar 2021,26673.0,9519.0,10839.0,6314.0,24.0,3,325,5992.0,26.0,4420.0,73.0,14.0,Mar 2021,2021.0,Mar,False
265,BAJFINANCE,Mar 2022,31641.0,9855.0,11880.0,9906.0,31.0,-17,385,9504.0,26.0,7028.0,116.0,17.0,Mar 2022,2022.0,Mar,False
266,BAJFINANCE,Mar 2023,41411.0,12701.0,12693.0,16018.0,39.0,-5,485,15528.0,26.0,11508.0,190.0,16.0,Mar 2023,2023.0,Mar,False
267,BAJFINANCE,Mar 2024,54972.0,18886.0,16099.0,19987.0,36.0,6,683,19310.0,25.0,14451.0,233.0,15.0,Mar 2024,2024.0,Mar,False
268,BAJFINANCE,TTM,62279.0,21918.0,18943.0,21417.0,34.0,29,779,20667.0,,15389.0,248.0,,TTM,,,True
269,BANKBARODA,Mar 2013,36442.0,24486.0,10950.0,1006.0,3.0,4511,322,5195.0,9.0,4829.0,23.0,19.0,Mar 2013,2013.0,Mar,False
270,BANKBARODA,Mar 2014,40463.0,27604.0,12049.0,809.0,2.0,5555,368,5996.0,18.0,5036.0,23.0,19.0,Mar 2014,2014.0,Mar,False
271,BANKBARODA,Mar 2015,44915.0,30547.0,13466.0,902.0,2.0,5449,368,5983.0,36.0,3950.0,18.0,18.0,Mar 2015,2015.0,Mar,False
272,BANKBARODA,Mar 2016,45799.0,32107.0,25391.0,-11700.0,-26.0,5992,525,-6233.0,-19.0,-5033.0,-22.0,0.0,Mar 2016,2016.0,Mar,False
273,BANKBARODA,Mar 2017,44473.0,29596.0,19250.0,-4372.0,-10.0,7937,540,3024.0,41.0,1855.0,8.0,15.0,Mar 2017,2017.0,Mar,False
274,BANKBARODA,Mar 2018,46056.0,29160.0,26093.0,-9197.0,-20.0,7992,901,-2106.0,-9.0,-1836.0,-7.0,0.0,Mar 2018,2018.0,Mar,False
275,BANKBARODA,Mar 2019,52906.0,32506.0,25815.0,-5414.0,-10.0,7887,948,1525.0,29.0,1166.0,4.0,0.0,Mar 2019,2019.0,Mar,False
276,BANKBARODA,Mar 2020,78895.0,50040.0,40583.0,-11728.0,-15.0,12191,1697,-1234.0,-99.0,981.0,2.0,0.0,Mar 2020,2020.0,Mar,False
277,BANKBARODA,Mar 2021,74314.0,43201.0,38070.0,-6957.0,-9.0,14687,1357,6373.0,77.0,1620.0,3.0,0.0,Mar 2021,2021.0,Mar,False
278,BANKBARODA,Mar 2022,73385.0,38815.0,37518.0,-2948.0,-4.0,14395,1438,10008.0,23.0,7933.0,15.0,19.0,Mar 2022,2022.0,Mar,False
279,BANKBARODA,Mar 2023,94503.0,49942.0,38231.0,6329.0,7.0,16275,2040,20565.0,29.0,15005.0,29.0,19.0,Mar 2023,2023.0,Mar,False
280,BANKBARODA,Mar 2024,118379.0,69899.0,44379.0,4102.0,3.0,23399,1702,25799.0,29.0,18869.0,36.0,21.0,Mar 2024,2024.0,Mar,False
281,BANKBARODA,TTM,124144.0,74160.0,46459.0,3526.0,3.0,23807,0,27332.0,,20144.0,39.0,,TTM,,,True
282,BHARTIARTL,Mar 2013,76947.0,53987.0,22960.0,30.0,1159.0,4519,14815,4785.0,53.0,2267.0,4.0,17.0,Mar 2013,2013.0,Mar,False
283,BHARTIARTL,Mar 2014,85864.0,59352.0,26512.0,31.0,2881.0,5879,15650,7864.0,62.0,3019.0,5.0,26.0,Mar 2014,2014.0,Mar,False
284,BHARTIARTL,Mar 2015,96101.0,62499.0,33602.0,35.0,1243.0,4446,19858,10540.0,52.0,5048.0,8.0,33.0,Mar 2015,2015.0,Mar,False
285,BHARTIARTL,Mar 2016,96532.0,62548.0,33984.0,35.0,4858.0,8546,17450,12846.0,46.0,6893.0,11.0,9.0,Mar 2016,2016.0,Mar,False
286,BHARTIARTL,Mar 2017,95468.0,60138.0,35330.0,37.0,1713.0,9547,19773,7723.0,45.0,4241.0,7.0,11.0,Mar 2017,2017.0,Mar,False
287,BHARTIARTL,Mar 2018,82639.0,52560.0,30079.0,36.0,1756.0,9326,19243,3267.0,33.0,2184.0,2.0,194.0,Mar 2018,2018.0,Mar,False
288,BHARTIARTL,Mar 2019,80780.0,55016.0,25764.0,32.0,4474.0,10622,21348,-1732.0,-99.0,1688.0,1.0,244.0,Mar 2019,2019.0,Mar,False
289,BHARTIARTL,Mar 2020,87539.0,50930.0,36610.0,42.0,-37775.0,13992,27690,-42846.0,-28.0,-30664.0,-55.0,-3.0,Mar 2020,2020.0,Mar,False
290,BHARTIARTL,Mar 2021,100616.0,55337.0,45279.0,45.0,-4215.0,15091,29404,-3432.0,99.0,-12364.0,-26.0,0.0,Mar 2021,2021.0,Mar,False
291,BHARTIARTL,Mar 2022,116547.0,59013.0,57534.0,49.0,4656.0,16616,33091,12483.0,33.0,8305.0,7.0,39.0,Mar 2022,2022.0,Mar,False
292,BHARTIARTL,Mar 2023,139145.0,67871.0,71274.0,51.0,1019.0,19300,36432,16561.0,26.0,12287.0,15.0,27.0,Mar 2023,2023.0,Mar,False
293,BHARTIARTL,Mar 2024,149982.0,71691.0,78292.0,52.0,-3428.0,22648,39538,12679.0,32.0,8558.0,13.0,62.0,Mar 2024,2024.0,Mar,False
294,BHARTIARTL,TTM,155478.0,74745.0,80733.0,52.0,2190.0,22424,41690,18809.0,,13816.0,22.0,,TTM,,,True
295,BEL,Mar 2013,6273.0,5604.0,669.0,11.0,622.0,7,136,1147.0,21.0,911.0,1.0,20.0,Mar 2013,2013.0,Mar,False
296,BEL,Mar 2014,6518.0,5593.0,925.0,14.0,438.0,7,150,1206.0,21.0,952.0,1.0,20.0,Mar 2014,2014.0,Mar,False
297,BEL,Mar 2015,7093.0,5913.0,1179.0,17.0,507.0,7,166,1513.0,21.0,1197.0,2.0,20.0,Mar 2015,2015.0,Mar,False
298,BEL,Mar 2016,7354.0,5961.0,1393.0,19.0,573.0,10,192,1764.0,24.0,1337.0,2.0,31.0,Mar 2016,2016.0,Mar,False
299,BEL,Mar 2017,8656.0,6864.0,1792.0,21.0,420.0,18,212,1983.0,24.0,1523.0,2.0,33.0,Mar 2017,2017.0,Mar,False
300,BEL,Mar 2018,10401.0,8361.0,2039.0,20.0,196.0,6,272,1957.0,28.0,1431.0,2.0,34.0,Mar 2018,2018.0,Mar,False
301,BEL,Mar 2019,12164.0,9255.0,2909.0,24.0,73.0,16,338,2628.0,30.0,1887.0,3.0,44.0,Mar 2019,2019.0,Mar,False
302,BEL,Mar 2020,12968.0,10209.0,2759.0,21.0,99.0,8,372,2478.0,28.0,1825.0,3.0,37.0,Mar 2020,2020.0,Mar,False
303,BEL,Mar 2021,14109.0,10895.0,3214.0,23.0,125.0,10,387,2942.0,30.0,2100.0,3.0,46.0,Mar 2021,2021.0,Mar,False
304,BEL,Mar 2022,15368.0,12024.0,3344.0,22.0,232.0,9,401,3166.0,26.0,2400.0,3.0,46.0,Mar 2022,2022.0,Mar,False
305,BEL,Mar 2023,17734.0,13645.0,4090.0,23.0,281.0,19,429,3923.0,25.0,2986.0,4.0,44.0,Mar 2023,2023.0,Mar,False
306,BEL,Mar 2024,20268.0,15217.0,5051.0,25.0,670.0,12,443,5266.0,25.0,3985.0,5.0,40.0,Mar 2024,2024.0,Mar,False
307,BEL,TTM,21575.0,15867.0,5708.0,26.0,754.0,7,445,6010.0,,4541.0,6.0,,TTM,,,True
308,BHEL,Mar 2013,48903.0,39420.0,9483.0,19.0,1132.0,128,957,9531.0,30.0,6693.0,18.0,20.0,Mar 2013,2013.0,Mar,False
309,BHEL,Mar 2014,39561.0,34982.0,4579.0,12.0,1617.0,133,985,5078.0,31.0,3502.0,10.0,20.0,Mar 2014,2014.0,Mar,False
310,BHEL,Mar 2015,31323.0,29183.0,2141.0,7.0,1221.0,92,1082,2187.0,34.0,1450.0,4.0,20.0,Mar 2015,2015.0,Mar,False
311,BHEL,Mar 2016,25505.0,26862.0,-1357.0,-5.0,1492.0,360,937,-1161.0,-39.0,-706.0,-2.0,-14.0,Mar 2016,2016.0,Mar,False
312,BHEL,Mar 2017,28465.0,27370.0,1095.0,4.0,753.0,413,850,586.0,22.0,455.0,1.0,85.0,Mar 2017,2017.0,Mar,False
313,BHEL,Mar 2018,28827.0,27174.0,1653.0,6.0,679.0,330,787,1215.0,64.0,438.0,1.0,151.0,Mar 2018,2018.0,Mar,False
314,BHEL,Mar 2019,30441.0,28409.0,2032.0,7.0,662.0,378,476,1840.0,46.0,1002.0,3.0,69.0,Mar 2019,2019.0,Mar,False
315,BHEL,Mar 2020,21463.0,21596.0,-133.0,-1.0,590.0,613,503,-659.0,99.0,-1468.0,-4.0,0.0,Mar 2020,2020.0,Mar,False
316,BHEL,Mar 2021,17309.0,20357.0,-3049.0,-18.0,393.0,467,473,-3596.0,-25.0,-2700.0,-8.0,0.0,Mar 2021,2021.0,Mar,False
317,BHEL,Mar 2022,21211.0,20383.0,828.0,4.0,405.0,448,314,470.0,5.0,445.0,1.0,31.0,Mar 2022,2022.0,Mar,False
318,BHEL,Mar 2023,23365.0,22321.0,1044.0,4.0,544.0,612,260,716.0,9.0,654.0,2.0,21.0,Mar 2023,2023.0,Mar,False
319,BHEL,Mar 2024,23893.0,23182.0,711.0,3.0,608.0,828,249,243.0,-16.0,282.0,1.0,31.0,Mar 2024,2024.0,Mar,False
320,BHEL,TTM,25833.0,24783.0,1050.0,4.0,527.0,746,248,583.0,,445.0,1.0,,TTM,,,True
321,BOSCHLTD,Dec 2012,8659.0,7310.0,1350.0,16.0,369.0,6,367,1346.0,29.0,958.0,305.0,20.0,Dec 2012,2012.0,Dec,False
322,BOSCHLTD,Dec 2013,8757.0,7468.0,1289.0,15.0,353.0,0,384,1257.0,30.0,885.0,282.0,20.0,Dec 2013,2013.0,Dec,False
323,BOSCHLTD,Mar 2015,12086.0,10104.0,1981.0,16.0,537.0,14,548,1956.0,32.0,1338.0,426.0,20.0,Mar 2015,2015.0,Mar,False
324,BOSCHLTD,Mar 2016,9701.0,7823.0,1878.0,19.0,623.0,13,386,2102.0,27.0,1531.0,488.0,17.0,Mar 2016,2016.0,Mar,False
325,BOSCHLTD,Mar 2017,10435.0,8473.0,1963.0,19.0,912.0,27,456,2391.0,27.0,1741.0,570.0,29.0,Mar 2017,2017.0,Mar,False
326,BOSCHLTD,Mar 2018,11690.0,9597.0,2093.0,18.0,418.0,3,467,2041.0,33.0,1371.0,449.0,22.0,Mar 2018,2018.0,Mar,False
327,BOSCHLTD,Mar 2019,12085.0,9931.0,2154.0,18.0,600.0,13,402,2339.0,32.0,1598.0,542.0,19.0,Mar 2019,2019.0,Mar,False
328,BOSCHLTD,Mar 2020,9842.0,8358.0,1483.0,15.0,-105.0,10,383,985.0,34.0,650.0,220.0,48.0,Mar 2020,2020.0,Mar,False
329,BOSCHLTD,Mar 2021,9718.0,8555.0,1163.0,12.0,-241.0,14,341,567.0,15.0,482.0,164.0,70.0,Mar 2021,2021.0,Mar,False
330,BOSCHLTD,Mar 2022,11782.0,10319.0,1462.0,12.0,391.0,29,324,1500.0,19.0,1217.0,413.0,51.0,Mar 2022,2022.0,Mar,False
331,BOSCHLTD,Mar 2023,14929.0,13120.0,1810.0,13.0,471.0,12,386,1882.0,24.0,1424.0,483.0,99.0,Mar 2023,2023.0,Mar,False
332,BOSCHLTD,Mar 2024,16727.0,14632.0,2095.0,13.0,1566.0,51,430,3181.0,22.0,2490.0,844.0,44.0,Mar 2024,2024.0,Mar,False
333,BOSCHLTD,TTM,17150.0,14934.0,2216.0,13.0,876.0,13,412,2668.0,,2084.0,707.0,,TTM,,,True
334,BPCL,Mar 2013,242181.0,235472.0,6709.0,3.0,1492.0,2518,2463,3220.0,40.0,1936.0,4.0,42.0,Mar 2013,2013.0,Mar,False
335,BPCL,Mar 2014,264421.0,255007.0,9414.0,4.0,1344.0,1982,2611,6166.0,34.0,4053.0,9.0,31.0,Mar 2014,2014.0,Mar,False
336,BPCL,Mar 2015,242598.0,232818.0,9780.0,4.0,2117.0,1180,3027,7690.0,34.0,5082.0,11.0,34.0,Mar 2015,2015.0,Mar,False
337,BPCL,Mar 2016,187815.0,174844.0,12971.0,7.0,1913.0,680,2072,12132.0,33.0,8089.0,19.0,25.0,Mar 2016,2016.0,Mar,False
338,BPCL,Mar 2017,201251.0,187468.0,13783.0,7.0,2721.0,696,2108,13700.0,31.0,9507.0,20.0,49.0,Mar 2017,2017.0,Mar,False
339,BPCL,Mar 2018,235895.0,220578.0,15317.0,6.0,2927.0,1186,2885,14174.0,31.0,9792.0,21.0,46.0,Mar 2018,2018.0,Mar,False
340,BPCL,Mar 2019,298226.0,283113.0,15112.0,5.0,2975.0,1764,3418,12905.0,34.0,8528.0,18.0,48.0,Mar 2019,2019.0,Mar,False
341,BPCL,Mar 2020,284572.0,275597.0,8975.0,3.0,1393.0,2637,4080,3652.0,0.0,3666.0,7.0,106.0,Mar 2020,2020.0,Mar,False
342,BPCL,Mar 2021,230171.0,209170.0,21001.0,9.0,7489.0,1723,4334,22432.0,23.0,17320.0,37.0,102.0,Mar 2021,2021.0,Mar,False
343,BPCL,Mar 2022,346791.0,327654.0,19137.0,6.0,4939.0,2606,5434,16037.0,27.0,11682.0,27.0,29.0,Mar 2022,2022.0,Mar,False
344,BPCL,Mar 2023,473187.0,462288.0,10899.0,2.0,2036.0,3745,6369,2821.0,24.0,2131.0,5.0,40.0,Mar 2023,2023.0,Mar,False
345,BPCL,Mar 2024,448083.0,404001.0,44082.0,10.0,3032.0,4149,6771,36194.0,26.0,26859.0,62.0,33.0,Mar 2024,2024.0,Mar,False
346,BPCL,TTM,445601.0,419046.0,26554.0,6.0,3037.0,3640,6996,18955.0,,13734.0,32.0,,TTM,,,True
347,BRITANNIA,Mar 2013,6185.0,5765.0,421.0,7.0,52.0,41,73,358.0,27.0,260.0,11.0,39.0,Mar 2013,2013.0,Mar,False
348,BRITANNIA,Mar 2014,6913.0,6286.0,627.0,9.0,34.0,8,83,569.0,30.0,395.0,16.0,36.0,Mar 2014,2014.0,Mar,False
349,BRITANNIA,Mar 2015,7858.0,6988.0,870.0,11.0,228.0,4,144,950.0,28.0,689.0,29.0,28.0,Mar 2015,2015.0,Mar,False
350,BRITANNIA,Mar 2016,8397.0,7174.0,1224.0,15.0,115.0,5,113,1220.0,32.0,825.0,34.0,29.0,Mar 2016,2016.0,Mar,False
351,BRITANNIA,Mar 2017,9054.0,7776.0,1278.0,14.0,151.0,5,119,1304.0,32.0,885.0,37.0,30.0,Mar 2017,2017.0,Mar,False
352,BRITANNIA,Mar 2018,9914.0,8413.0,1501.0,15.0,166.0,8,142,1518.0,34.0,1004.0,42.0,30.0,Mar 2018,2018.0,Mar,False
353,BRITANNIA,Mar 2019,11055.0,9322.0,1732.0,16.0,206.0,9,162,1768.0,35.0,1155.0,48.0,31.0,Mar 2019,2019.0,Mar,False
354,BRITANNIA,Mar 2020,11600.0,9756.0,1843.0,16.0,263.0,77,185,1844.0,24.0,1394.0,58.0,60.0,Mar 2020,2020.0,Mar,False
355,BRITANNIA,Mar 2021,13136.0,10627.0,2509.0,19.0,313.0,111,198,2514.0,26.0,1851.0,77.0,204.0,Mar 2021,2021.0,Mar,False
356,BRITANNIA,Mar 2022,14136.0,11935.0,2201.0,16.0,222.0,144,201,2078.0,27.0,1516.0,63.0,89.0,Mar 2022,2022.0,Mar,False
357,BRITANNIA,Mar 2023,16301.0,13470.0,2831.0,17.0,597.0,169,226,3033.0,24.0,2316.0,96.0,75.0,Mar 2023,2023.0,Mar,False
358,BRITANNIA,Mar 2024,16769.0,13603.0,3167.0,19.0,211.0,164,300,2913.0,27.0,2134.0,89.0,83.0,Mar 2024,2024.0,Mar,False
359,BRITANNIA,TTM,17244.0,14107.0,3136.0,18.0,182.0,121,308,2889.0,,2129.0,89.0,,TTM,,,True
360,CANBK,Mar 2013,34070.0,26198.0,7217.0,655.0,2.0,3308,191,3771.0,22.0,2995.0,12.0,19.0,Mar 2013,2013.0,Mar,False
361,CANBK,Mar 2014,39570.0,30606.0,9636.0,-672.0,-2.0,4144,230,3242.0,20.0,2672.0,10.0,19.0,Mar 2014,2014.0,Mar,False
362,CANBK,Mar 2015,43813.0,34133.0,10302.0,-621.0,-1.0,4733,429,3683.0,22.0,2931.0,11.0,17.0,Mar 2015,2015.0,Mar,False
363,CANBK,Mar 2016,44039.0,34263.0,17785.0,-8008.0,-18.0,5266,172,-2914.0,-13.0,-2535.0,-9.0,0.0,Mar 2016,2016.0,Mar,False
364,CANBK,Mar 2017,41457.0,31540.0,15691.0,-5775.0,-14.0,7852,331,1746.0,29.0,1411.0,5.0,4.0,Mar 2017,2017.0,Mar,False
365,CANBK,Mar 2018,41345.0,29113.0,25582.0,-13350.0,-32.0,7398,456,-6408.0,-36.0,-3873.0,-11.0,0.0,Mar 2018,2018.0,Mar,False
366,CANBK,Mar 2019,47951.0,32339.0,27202.0,-11590.0,-24.0,9907,429,-2111.0,-99.0,696.0,2.0,0.0,Mar 2019,2019.0,Mar,False
367,CANBK,Mar 2020,49759.0,35817.0,26809.0,-12867.0,-26.0,11799,446,-1514.0,34.0,-1921.0,-4.0,0.0,Mar 2020,2020.0,Mar,False
368,CANBK,Mar 2021,70253.0,45182.0,43437.0,-18367.0,-26.0,23086,838,3882.0,30.0,2957.0,4.0,0.0,Mar 2021,2021.0,Mar,False
369,CANBK,Mar 2022,70614.0,43035.0,41235.0,-13657.0,-19.0,23643,841,9145.0,37.0,6158.0,7.0,19.0,Mar 2022,2022.0,Mar,False
370,CANBK,Mar 2023,85885.0,52990.0,42772.0,-9877.0,-12.0,25325,1021,14427.0,25.0,11345.0,12.0,19.0,Mar 2023,2023.0,Mar,False
371,CANBK,Mar 2024,110519.0,72118.0,46146.0,-7745.0,-7.0,28646,902,20000.0,26.0,15401.0,17.0,19.0,Mar 2024,2024.0,Mar,False
372,CANBK,TTM,119392.0,80351.0,48026.0,-8985.0,-8.0,30394,0,21409.0,,16571.0,18.0,,TTM,,,True
373,CHOLAFIN,Mar 2013,2570.0,1410.0,688.0,472.0,18.0,1,22,452.0,32.0,308.0,4.0,16.0,Mar 2013,2013.0,Mar,False
374,CHOLAFIN,Mar 2014,3279.0,1769.0,932.0,578.0,18.0,1,25,554.0,34.0,368.0,5.0,14.0,Mar 2014,2014.0,Mar,False
375,CHOLAFIN,Mar 2015,3715.0,1958.0,1061.0,696.0,19.0,0,30,666.0,33.0,444.0,6.0,11.0,Mar 2015,2015.0,Mar,False
376,CHOLAFIN,Mar 2016,4214.0,2048.0,1266.0,899.0,21.0,2,22,879.0,35.0,575.0,7.0,12.0,Mar 2016,2016.0,Mar,False
377,CHOLAFIN,Mar 2017,4694.0,2228.0,1322.0,1143.0,24.0,3,39,1107.0,35.0,718.0,9.0,12.0,Mar 2017,2017.0,Mar,False
378,CHOLAFIN,Mar 2018,5559.0,2657.0,1451.0,1451.0,26.0,0,51,1401.0,34.0,918.0,12.0,11.0,Mar 2018,2018.0,Mar,False
379,CHOLAFIN,Mar 2019,7108.0,3588.0,1632.0,1888.0,27.0,1,57,1832.0,35.0,1197.0,15.0,8.0,Mar 2019,2019.0,Mar,False
380,CHOLAFIN,Mar 2020,8712.0,4592.0,2421.0,1699.0,20.0,0,111,1588.0,34.0,1054.0,13.0,13.0,Mar 2020,2020.0,Mar,False
381,CHOLAFIN,Mar 2021,9583.0,4576.0,2913.0,2094.0,22.0,56,102,2048.0,26.0,1521.0,19.0,11.0,Mar 2021,2021.0,Mar,False
382,CHOLAFIN,Mar 2022,10148.0,4298.0,2926.0,2924.0,29.0,84,101,2908.0,26.0,2154.0,26.0,8.0,Mar 2022,2022.0,Mar,False
383,CHOLAFIN,Mar 2023,12884.0,5748.0,3621.0,3515.0,27.0,220,121,3615.0,26.0,2665.0,32.0,6.0,Mar 2023,2023.0,Mar,False
384,CHOLAFIN,Mar 2024,19163.0,9231.0,5385.0,4548.0,24.0,255,198,4605.0,26.0,3420.0,41.0,5.0,Mar 2024,2024.0,Mar,False
385,CHOLAFIN,TTM,22502.0,10875.0,6452.0,5175.0,23.0,248,243,5180.0,,3852.0,46.0,,TTM,,,True
386,CIPLA,Mar 2013,8279.0,34.0,6065.0,2214.0,27.0,245,330,2095.0,26.0,1545.0,19.0,10.0,Mar 2013,2013.0,Mar,False
387,CIPLA,Mar 2014,10173.0,146.0,8026.0,2147.0,21.0,251,373,1880.0,25.0,1404.0,17.0,12.0,Mar 2014,2014.0,Mar,False
388,CIPLA,Mar 2015,11345.0,168.0,9183.0,2163.0,19.0,164,505,1654.0,24.0,1229.0,15.0,14.0,Mar 2015,2015.0,Mar,False
389,CIPLA,Mar 2016,13790.0,207.0,11310.0,2480.0,18.0,208,754,1727.0,19.0,1383.0,17.0,12.0,Mar 2016,2016.0,Mar,False
390,CIPLA,Mar 2017,14394.0,159.0,11898.0,2496.0,17.0,208,1323,1222.0,15.0,1035.0,13.0,16.0,Mar 2017,2017.0,Mar,False
391,CIPLA,Mar 2018,15156.0,114.0,12329.0,2826.0,19.0,280,1323,1669.0,15.0,1417.0,18.0,17.0,Mar 2018,2018.0,Mar,False
392,CIPLA,Mar 2019,16362.0,168.0,13265.0,3097.0,19.0,477,1326,2079.0,27.0,1492.0,19.0,16.0,Mar 2019,2019.0,Mar,False
393,CIPLA,Mar 2020,17132.0,197.0,13926.0,3206.0,19.0,344,1175,2178.0,29.0,1500.0,19.0,21.0,Mar 2020,2020.0,Mar,False
394,CIPLA,Mar 2021,19160.0,161.0,14907.0,4252.0,22.0,266,1068,3290.0,27.0,2389.0,30.0,17.0,Mar 2021,2021.0,Mar,False
395,CIPLA,Mar 2022,21763.0,106.0,17211.0,4553.0,21.0,99,1052,3493.0,27.0,2547.0,31.0,16.0,Mar 2022,2022.0,Mar,False
396,CIPLA,Mar 2023,22753.0,110.0,17726.0,5027.0,22.0,293,1172,4038.0,30.0,2833.0,35.0,24.0,Mar 2023,2023.0,Mar,False
397,CIPLA,Mar 2024,25774.0,90.0,19483.0,6291.0,24.0,552,1051,5702.0,27.0,4154.0,51.0,25.0,Mar 2024,2024.0,Mar,False
398,CIPLA,TTM,26981.0,66.0,20075.0,6906.0,26.0,822,1087,6576.0,,4987.0,62.0,,TTM,,,True
399,COALINDIA,Mar 2013,68303.0,46.0,50216.0,18087.0,26.0,8752,1813,24979.0,31.0,17356.0,27.0,51.0,Mar 2013,2013.0,Mar,False
400,COALINDIA,Mar 2014,70608.0,59.0,52842.0,17766.0,25.0,7169,1996,22880.0,34.0,15112.0,24.0,121.0,Mar 2014,2014.0,Mar,False
