id,company_id,year,sales,expenses,operating_profit,opm_percentage,other_income,interest,depreciation,profit_before_tax,tax_percentage,net_profit,eps,dividend_payout,year_label,fiscal_year,month,is_ttm
401,COALINDIA,Mar 2015,74120.0,9.0,56777.0,17343.0,23.0,6570,2320,21584.0,36.0,13727.0,22.0,95.0,Mar 2015,2015.0,Mar,False
402,COALINDIA,Mar 2016,77861.0,388.0,59147.0,18714.0,24.0,5939,2826,21440.0,33.0,14267.0,23.0,121.0,Mar 2016,2016.0,Mar,False
403,COALINDIA,Mar 2017,78164.0,410.0,65716.0,12448.0,16.0,5316,2907,14446.0,36.0,9280.0,15.0,133.0,Mar 2017,2017.0,Mar,False
404,COALINDIA,Mar 2018,85244.0,430.0,75956.0,9288.0,11.0,4975,3063,10770.0,35.0,7038.0,11.0,146.0,Mar 2018,2018.0,Mar,False
405,COALINDIA,Mar 2019,99586.0,264.0,74579.0,25007.0,25.0,5834,3450,27127.0,36.0,17464.0,28.0,46.0,Mar 2019,2019.0,Mar,False
406,COALINDIA,Mar 2020,96080.0,503.0,74500.0,21581.0,22.0,6444,3451,24071.0,31.0,16700.0,27.0,44.0,Mar 2020,2020.0,Mar,False
407,COALINDIA,Mar 2021,90026.0,642.0,71398.0,18628.0,21.0,3742,3718,18009.0,29.0,12702.0,21.0,78.0,Mar 2021,2021.0,Mar,False
408,COALINDIA,Mar 2022,109715.0,541.0,84995.0,24721.0,23.0,3866,4429,23616.0,26.0,17378.0,28.0,60.0,Mar 2022,2022.0,Mar,False
409,COALINDIA,Mar 2023,138252.0,684.0,94020.0,44232.0,32.0,6560,6833,43275.0,27.0,31723.0,52.0,47.0,Mar 2023,2023.0,Mar,False
410,COALINDIA,Mar 2024,142324.0,819.0,94352.0,47971.0,34.0,8396,6735,48813.0,23.0,37369.0,61.0,42.0,Mar 2024,2024.0,Mar,False
411,COALINDIA,TTM,140328.0,875.0,93717.0,46610.0,33.0,8145,8357,45523.0,,34350.0,56.0,,TTM,,,True
412,DABUR,Mar 2013,6140.0,5148.0,992.0,16.0,100.0,59,85,948.0,19.0,766.0,4.0,34.0,Mar 2013,2013.0,Mar,False
413,DABUR,Mar 2014,7058.0,5897.0,1162.0,16.0,126.0,54,97,1136.0,19.0,916.0,5.0,33.0,Mar 2014,2014.0,Mar,False
414,DABUR,Mar 2015,7795.0,6475.0,1320.0,17.0,154.0,40,115,1319.0,19.0,1068.0,6.0,33.0,Mar 2015,2015.0,Mar,False
415,DABUR,Mar 2016,7780.0,6261.0,1518.0,20.0,217.0,48,133,1554.0,19.0,1254.0,7.0,32.0,Mar 2016,2016.0,Mar,False
416,DABUR,Mar 2017,7614.0,6102.0,1512.0,20.0,296.0,54,143,1611.0,21.0,1280.0,7.0,31.0,Mar 2017,2017.0,Mar,False
417,DABUR,Mar 2018,7722.0,6104.0,1617.0,21.0,291.0,53,162,1693.0,20.0,1358.0,8.0,81.0,Mar 2018,2018.0,Mar,False
418,DABUR,Mar 2019,8515.0,6775.0,1740.0,20.0,222.0,60,177,1725.0,16.0,1446.0,8.0,34.0,Mar 2019,2019.0,Mar,False
419,DABUR,Mar 2020,8685.0,6892.0,1792.0,21.0,205.0,50,220,1728.0,16.0,1448.0,8.0,37.0,Mar 2020,2020.0,Mar,False
420,DABUR,Mar 2021,9562.0,7560.0,2002.0,21.0,325.0,31,240,2056.0,18.0,1695.0,10.0,50.0,Mar 2021,2021.0,Mar,False
421,DABUR,Mar 2022,10889.0,8637.0,2252.0,21.0,308.0,39,253,2269.0,23.0,1742.0,10.0,53.0,Mar 2022,2022.0,Mar,False
422,DABUR,Mar 2023,11530.0,9367.0,2162.0,19.0,445.0,78,311,2219.0,23.0,1701.0,10.0,54.0,Mar 2023,2023.0,Mar,False
423,DABUR,Mar 2024,12404.0,10004.0,2400.0,19.0,482.0,124,399,2359.0,23.0,1811.0,10.0,53.0,Mar 2024,2024.0,Mar,False
424,DABUR,TTM,12447.0,10106.0,2341.0,19.0,537.0,152,424,2302.0,,1760.0,10.0,,TTM,,,True
425,DIVISLAB,Mar 2013,2145.0,1329.0,816.0,38.0,45.0,3,77,781.0,23.0,602.0,23.0,33.0,Mar 2013,2013.0,Mar,False
426,DIVISLAB,Mar 2014,2532.0,1514.0,1018.0,40.0,68.0,3,92,991.0,22.0,773.0,29.0,34.0,Mar 2014,2014.0,Mar,False
427,DIVISLAB,Mar 2015,3115.0,1942.0,1173.0,38.0,38.0,3,136,1072.0,21.0,852.0,32.0,31.0,Mar 2015,2015.0,Mar,False
428,DIVISLAB,Mar 2016,3776.0,2354.0,1423.0,38.0,93.0,5,118,1393.0,19.0,1126.0,42.0,24.0,Mar 2016,2016.0,Mar,False
429,DIVISLAB,Mar 2017,4064.0,2615.0,1450.0,36.0,72.0,3,123,1395.0,24.0,1060.0,40.0,25.0,Mar 2017,2017.0,Mar,False
430,DIVISLAB,Mar 2018,3891.0,2622.0,1269.0,33.0,107.0,2,142,1231.0,29.0,877.0,33.0,30.0,Mar 2018,2018.0,Mar,False
431,DIVISLAB,Mar 2019,4946.0,3072.0,1874.0,38.0,154.0,5,169,1855.0,27.0,1353.0,51.0,31.0,Mar 2019,2019.0,Mar,False
432,DIVISLAB,Mar 2020,5394.0,3568.0,1826.0,34.0,186.0,7,186,1819.0,24.0,1377.0,52.0,31.0,Mar 2020,2020.0,Mar,False
433,DIVISLAB,Mar 2021,6969.0,4102.0,2867.0,41.0,57.0,2,256,2666.0,26.0,1984.0,75.0,27.0,Mar 2021,2021.0,Mar,False
434,DIVISLAB,Mar 2022,8960.0,5075.0,3885.0,43.0,112.0,2,312,3684.0,20.0,2960.0,112.0,27.0,Mar 2022,2022.0,Mar,False
435,DIVISLAB,Mar 2023,7767.0,5397.0,2370.0,31.0,344.0,2,343,2369.0,23.0,1824.0,69.0,44.0,Mar 2023,2023.0,Mar,False
436,DIVISLAB,Mar 2024,7845.0,5635.0,2210.0,28.0,335.0,4,378,2163.0,26.0,1600.0,60.0,50.0,Mar 2024,2024.0,Mar,False
437,DIVISLAB,TTM,8614.0,6056.0,2558.0,30.0,359.0,3,386,2528.0,,1836.0,69.0,,TTM,,,True
438,DLF,Mar 2013,7773.0,5140.0,2633.0,34.0,1279.0,2314,796,802.0,17.0,667.0,4.0,48.0,Mar 2013,2013.0,Mar,False
439,DLF,Mar 2014,8298.0,5805.0,2493.0,30.0,1133.0,2463,663,500.0,-16.0,590.0,4.0,55.0,Mar 2014,2014.0,Mar,False
440,DLF,Mar 2015,7649.0,4635.0,3014.0,39.0,503.0,2304,545,668.0,24.0,507.0,3.0,66.0,Mar 2015,2015.0,Mar,False
441,DLF,Mar 2016,9926.0,5960.0,3966.0,40.0,506.0,2680,766,1026.0,55.0,305.0,2.0,117.0,Mar 2016,2016.0,Mar,False
442,DLF,Mar 2017,8221.0,4775.0,3446.0,42.0,1135.0,2980,572,1030.0,22.0,708.0,4.0,50.0,Mar 2017,2017.0,Mar,False
443,DLF,Mar 2018,6707.0,4329.0,2378.0,35.0,9722.0,2951,534,8615.0,50.0,4477.0,25.0,8.0,Mar 2018,2018.0,Mar,False
444,DLF,Mar 2019,8366.0,6218.0,2148.0,26.0,784.0,2062,225,646.0,43.0,1314.0,6.0,33.0,Mar 2019,2019.0,Mar,False
445,DLF,Mar 2020,6083.0,4937.0,1146.0,19.0,1135.0,1427,200,653.0,99.0,-590.0,-2.0,-85.0,Mar 2020,2020.0,Mar,False
446,DLF,Mar 2021,5414.0,3945.0,1469.0,27.0,383.0,853,159,840.0,43.0,1083.0,4.0,45.0,Mar 2021,2021.0,Mar,False
447,DLF,Mar 2022,5717.0,3974.0,1743.0,30.0,195.0,625,149,1165.0,28.0,1500.0,6.0,49.0,Mar 2022,2022.0,Mar,False
448,DLF,Mar 2023,5695.0,3969.0,1726.0,30.0,317.0,392,149,1502.0,27.0,2034.0,8.0,49.0,Mar 2023,2023.0,Mar,False
449,DLF,Mar 2024,6427.0,4303.0,2124.0,33.0,531.0,356,148,2151.0,24.0,2724.0,11.0,45.0,Mar 2024,2024.0,Mar,False
450,DLF,TTM,7001.0,5116.0,1885.0,27.0,662.0,386,150,2010.0,,4004.0,16.0,,TTM,,,True
451,DMART,Mar 2013,3341.0,3126.0,215.0,6.0,15.0,43,46,141.0,34.0,94.0,2.0,0.0,Mar 2013,2013.0,Mar,False
452,DMART,Mar 2014,4686.0,4345.0,341.0,7.0,16.0,56,57,245.0,34.0,161.0,3.0,0.0,Mar 2014,2014.0,Mar,False
453,DMART,Mar 2015,6439.0,5983.0,456.0,7.0,20.0,72,82,323.0,34.0,212.0,4.0,0.0,Mar 2015,2015.0,Mar,False
454,DMART,Mar 2016,8584.0,7919.0,664.0,8.0,17.0,91,98,492.0,35.0,320.0,6.0,0.0,Mar 2016,2016.0,Mar,False
455,DMART,Mar 2017,11898.0,10929.0,969.0,8.0,28.0,122,128,747.0,36.0,479.0,8.0,0.0,Mar 2017,2017.0,Mar,False
456,DMART,Mar 2018,15033.0,13680.0,1353.0,9.0,88.0,60,159,1222.0,34.0,806.0,13.0,0.0,Mar 2018,2018.0,Mar,False
457,DMART,Mar 2019,20005.0,18371.0,1633.0,8.0,48.0,47,212,1422.0,37.0,902.0,14.0,0.0,Mar 2019,2019.0,Mar,False
458,DMART,Mar 2020,24870.0,22742.0,2128.0,9.0,60.0,69,374,1745.0,25.0,1301.0,20.0,0.0,Mar 2020,2020.0,Mar,False
459,DMART,Mar 2021,24143.0,22398.0,1745.0,7.0,194.0,42,414,1483.0,26.0,1099.0,17.0,0.0,Mar 2021,2021.0,Mar,False
460,DMART,Mar 2022,30976.0,28474.0,2502.0,8.0,114.0,54,498,2064.0,28.0,1492.0,23.0,0.0,Mar 2022,2022.0,Mar,False
461,DMART,Mar 2023,42840.0,39201.0,3639.0,8.0,128.0,67,639,3060.0,22.0,2378.0,37.0,0.0,Mar 2023,2023.0,Mar,False
462,DMART,Mar 2024,50789.0,46683.0,4106.0,8.0,145.0,58,731,3461.0,27.0,2536.0,39.0,0.0,Mar 2024,2024.0,Mar,False
463,DMART,TTM,57213.0,52737.0,4476.0,8.0,137.0,64,834,3716.0,,2720.0,42.0,,TTM,,,True
464,DRREDDY,Mar 2013,11833.0,9164.0,2669.0,23.0,146.0,100,550,2165.0,29.0,1527.0,18.0,17.0,Mar 2013,2013.0,Mar,False
465,DRREDDY,Mar 2014,13415.0,10164.0,3251.0,24.0,170.0,127,648,2646.0,26.0,1963.0,23.0,16.0,Mar 2014,2014.0,Mar,False
466,DRREDDY,Mar 2015,15023.0,11515.0,3508.0,23.0,260.0,108,760,2900.0,19.0,2336.0,27.0,15.0,Mar 2015,2015.0,Mar,False
467,DRREDDY,Mar 2016,15568.0,11983.0,3585.0,23.0,295.0,83,939,2859.0,26.0,2131.0,25.0,16.0,Mar 2016,2016.0,Mar,False
468,DRREDDY,Mar 2017,14196.0,11724.0,2472.0,17.0,172.0,79,1027,1554.0,19.0,1292.0,16.0,26.0,Mar 2017,2017.0,Mar,False
469,DRREDDY,Mar 2018,14281.0,11930.0,2351.0,16.0,155.0,79,1077,1350.0,32.0,947.0,11.0,35.0,Mar 2018,2018.0,Mar,False
470,DRREDDY,Mar 2019,15448.0,12270.0,3178.0,21.0,381.0,89,1135,2336.0,17.0,1950.0,23.0,17.0,Mar 2019,2019.0,Mar,False
471,DRREDDY,Mar 2020,17517.0,15040.0,2477.0,14.0,670.0,98,1163,1886.0,-7.0,2026.0,24.0,21.0,Mar 2020,2020.0,Mar,False
472,DRREDDY,Mar 2021,19048.0,15173.0,3874.0,20.0,335.0,97,1229,2884.0,32.0,1952.0,23.0,21.0,Mar 2021,2021.0,Mar,False
473,DRREDDY,Mar 2022,21545.0,17778.0,3768.0,17.0,555.0,96,1165,3061.0,29.0,2182.0,26.0,23.0,Mar 2022,2022.0,Mar,False
474,DRREDDY,Mar 2023,24670.0,18200.0,6470.0,26.0,971.0,143,1250,6048.0,25.0,4507.0,54.0,15.0,Mar 2023,2023.0,Mar,False
475,DRREDDY,Mar 2024,28011.0,20078.0,7933.0,28.0,909.0,171,1470,7201.0,23.0,5578.0,67.0,12.0,Mar 2024,2024.0,Mar,False
476,DRREDDY,TTM,31229.0,22919.0,8311.0,27.0,862.0,276,1617,7280.0,,5448.0,64.0,,TTM,,,True
477,EICHERMOT,Dec 2012,6390.0,5840.0,550.0,9.0,136.0,4,82,600.0,21.0,475.0,12.0,17.0,Dec 2012,2012.0,Dec,False
478,EICHERMOT,Dec 2013,6810.0,6094.0,715.0,11.0,93.0,8,130,671.0,22.0,525.0,15.0,21.0,Dec 2013,2013.0,Dec,False
479,EICHERMOT,Dec 2014,8738.0,7621.0,1118.0,13.0,105.0,10,220,993.0,29.0,702.0,23.0,22.0,Dec 2014,2014.0,Dec,False
480,EICHERMOT,Mar 2016,6173.0,4484.0,1690.0,27.0,326.0,2,137,1877.0,29.0,1338.0,49.0,20.0,Mar 2016,2016.0,Mar,False
481,EICHERMOT,Mar 2017,7033.0,4859.0,2174.0,31.0,416.0,4,154,2433.0,30.0,1667.0,61.0,16.0,Mar 2017,2017.0,Mar,False
482,EICHERMOT,Mar 2018,8965.0,6156.0,2809.0,31.0,536.0,5,223,3116.0,30.0,1960.0,72.0,15.0,Mar 2018,2018.0,Mar,False
483,EICHERMOT,Mar 2019,9797.0,6893.0,2904.0,30.0,701.0,7,300,3297.0,33.0,2203.0,81.0,15.0,Mar 2019,2019.0,Mar,False
484,EICHERMOT,Mar 2020,9154.0,6971.0,2183.0,24.0,572.0,19,382,2355.0,22.0,1827.0,67.0,19.0,Mar 2020,2020.0,Mar,False
485,EICHERMOT,Mar 2021,8720.0,6937.0,1783.0,20.0,482.0,16,451,2203.0,25.0,1347.0,49.0,34.0,Mar 2021,2021.0,Mar,False
486,EICHERMOT,Mar 2022,10298.0,8120.0,2178.0,21.0,496.0,19,452,2203.0,24.0,1677.0,61.0,34.0,Mar 2022,2022.0,Mar,False
487,EICHERMOT,Mar 2023,14442.0,10996.0,3446.0,24.0,908.0,28,526,3800.0,23.0,2914.0,107.0,35.0,Mar 2023,2023.0,Mar,False
488,EICHERMOT,Mar 2024,16536.0,12206.0,4329.0,26.0,1521.0,51,598,5202.0,23.0,4001.0,146.0,35.0,Mar 2024,2024.0,Mar,False
489,EICHERMOT,TTM,17091.0,12619.0,4472.0,26.0,1729.0,53,661,5486.0,,4268.0,156.0,,TTM,,,True
490,GAIL,Mar 2013,50974.0,43547.0,7427.0,15.0,887.0,437,1319,6558.0,34.0,4367.0,6.0,28.0,Mar 2013,2013.0,Mar,False
491,GAIL,Mar 2014,61765.0,53777.0,7988.0,13.0,1247.0,669,1644,6922.0,32.0,4786.0,7.0,28.0,Mar 2014,2014.0,Mar,False
492,GAIL,Mar 2015,60557.0,54926.0,5631.0,9.0,945.0,652,1433,4492.0,32.0,3160.0,5.0,24.0,Mar 2015,2015.0,Mar,False
493,GAIL,Mar 2016,52053.0,47517.0,4536.0,9.0,731.0,822,1496,2949.0,37.0,1874.0,3.0,37.0,Mar 2016,2016.0,Mar,False
494,GAIL,Mar 2017,48552.0,42531.0,6021.0,12.0,1212.0,509,1541,5183.0,35.0,3374.0,5.0,56.0,Mar 2017,2017.0,Mar,False
495,GAIL,Mar 2018,54496.0,46695.0,7802.0,14.0,948.0,295,1527,6928.0,31.0,4805.0,7.0,43.0,Mar 2018,2018.0,Mar,False
496,GAIL,Mar 2019,76190.0,66252.0,9938.0,13.0,1719.0,159,1667,9831.0,33.0,6553.0,10.0,25.0,Mar 2019,2019.0,Mar,False
497,GAIL,Mar 2020,72518.0,63495.0,9022.0,12.0,3796.0,309,2080,10429.0,9.0,9515.0,14.0,31.0,Mar 2020,2020.0,Mar,False
498,GAIL,Mar 2021,57372.0,50127.0,7245.0,13.0,2833.0,179,2174,7725.0,20.0,6143.0,9.0,36.0,Mar 2021,2021.0,Mar,False
499,GAIL,Mar 2022,92770.0,77608.0,15161.0,16.0,2925.0,202,2420,15464.0,20.0,12304.0,18.0,36.0,Mar 2022,2022.0,Mar,False
500,GAIL,Mar 2023,145668.0,138168.0,7500.0,5.0,2822.0,365,2702,7256.0,23.0,5596.0,9.0,59.0,Mar 2023,2023.0,Mar,False
501,GAIL,Mar 2024,133228.0,118914.0,14314.0,11.0,2672.0,719,3672,12595.0,21.0,9903.0,15.0,37.0,Mar 2024,2024.0,Mar,False
502,GAIL,TTM,136081.0,119297.0,16784.0,12.0,2893.0,733,4187,14758.0,,11541.0,18.0,,TTM,,,True
503,GODREJCP,Mar 2013,6412.0,5417.0,995.0,16.0,194.0,87,77,1025.0,17.0,845.0,8.0,22.0,Mar 2013,2013.0,Mar,False
504,GODREJCP,Mar 2014,7599.0,6430.0,1169.0,15.0,62.0,120,82,1030.0,20.0,819.0,7.0,24.0,Mar 2014,2014.0,Mar,False
505,GODREJCP,Mar 2015,8273.0,6894.0,1379.0,17.0,73.0,112,91,1249.0,22.0,976.0,9.0,21.0,Mar 2015,2015.0,Mar,False
506,GODREJCP,Mar 2016,8424.0,6766.0,1657.0,20.0,-262.0,128,101,1167.0,29.0,831.0,8.0,24.0,Mar 2016,2016.0,Mar,False
507,GODREJCP,Mar 2017,9268.0,7361.0,1907.0,21.0,76.0,154,142,1687.0,22.0,1308.0,13.0,39.0,Mar 2017,2017.0,Mar,False
508,GODREJCP,Mar 2018,9847.0,7763.0,2084.0,21.0,283.0,173,156,2039.0,20.0,1634.0,16.0,42.0,Mar 2018,2018.0,Mar,False
509,GODREJCP,Mar 2019,10314.0,8183.0,2132.0,21.0,362.0,238,170,2085.0,-12.0,2342.0,23.0,44.0,Mar 2019,2019.0,Mar,False
510,GODREJCP,Mar 2020,9911.0,7757.0,2154.0,22.0,32.0,228,197,1760.0,15.0,1497.0,15.0,55.0,Mar 2020,2020.0,Mar,False
511,GODREJCP,Mar 2021,11029.0,8629.0,2399.0,22.0,23.0,138,204,2080.0,17.0,1721.0,17.0,0.0,Mar 2021,2021.0,Mar,False
512,GODREJCP,Mar 2022,12276.0,9867.0,2409.0,20.0,78.0,122,210,2155.0,17.0,1783.0,17.0,0.0,Mar 2022,2022.0,Mar,False
513,GODREJCP,Mar 2023,13316.0,10873.0,2443.0,18.0,114.0,188,236,2133.0,20.0,1702.0,17.0,0.0,Mar 2023,2023.0,Mar,False
514,GODREJCP,Mar 2024,14096.0,11139.0,2957.0,21.0,-2209.0,310,241,198.0,99.0,-561.0,-5.0,,Mar 2024,2024.0,Mar,False
515,GODREJCP,TTM,14152.0,11156.0,2996.0,21.0,-2097.0,339,211,348.0,,-453.0,-4.0,,TTM,,,True
516,GRASIM,Mar 2013,27909.0,21986.0,5924.0,21.0,824.0,324,1252,5171.0,28.0,3778.0,57.0,8.0,Mar 2013,2013.0,Mar,False
517,GRASIM,Mar 2014,28331.0,23416.0,4915.0,17.0,576.0,447,1457,3586.0,20.0,2954.0,44.0,9.0,Mar 2014,2014.0,Mar,False
518,GRASIM,Mar 2015,31734.0,26590.0,5144.0,16.0,530.0,667,1563,3443.0,30.0,2582.0,37.0,9.0,Mar 2015,2015.0,Mar,False
519,GRASIM,Mar 2016,34487.0,28576.0,5911.0,17.0,1320.0,718,1834,4679.0,26.0,3455.0,51.0,9.0,Mar 2016,2016.0,Mar,False
520,GRASIM,Mar 2017,36068.0,28682.0,7387.0,20.0,1076.0,702,1808,5952.0,29.0,4246.0,66.0,8.0,Mar 2017,2017.0,Mar,False
521,GRASIM,Mar 2018,55894.0,44281.0,11612.0,21.0,410.0,3663,2724,5635.0,35.0,3688.0,39.0,15.0,Mar 2018,2018.0,Mar,False
522,GRASIM,Mar 2019,77200.0,60560.0,16640.0,22.0,-1846.0,6060,3571,5163.0,47.0,2745.0,25.0,27.0,Mar 2019,2019.0,Mar,False
523,GRASIM,Mar 2020,68252.0,57880.0,10373.0,15.0,7076.0,6890,4004,6554.0,-1.0,6639.0,65.0,6.0,Mar 2020,2020.0,Mar,False
524,GRASIM,Mar 2021,76404.0,57769.0,18635.0,24.0,1130.0,5723,4033,10009.0,30.0,6987.0,63.0,14.0,Mar 2021,2021.0,Mar,False
525,GRASIM,Mar 2022,95701.0,75270.0,20431.0,21.0,1648.0,4776,4161,13143.0,15.0,11206.0,111.0,9.0,Mar 2022,2022.0,Mar,False
526,GRASIM,Mar 2023,117627.0,96038.0,21589.0,18.0,3733.0,6044,4552,14727.0,25.0,11078.0,100.0,10.0,Mar 2023,2023.0,Mar,False
527,GRASIM,Mar 2024,130978.0,103783.0,27195.0,21.0,783.0,9277,5001,13700.0,28.0,9926.0,85.0,12.0,Mar 2024,2024.0,Mar,False
528,GRASIM,TTM,137116.0,109610.0,27506.0,20.0,971.0,10696,5437,12344.0,,8693.0,67.0,,TTM,,,True
529,HAL,Mar 2013,14328.0,13560.0,768.0,5.0,3335.0,5,601,3497.0,14.0,2997.0,124.0,28.0,Mar 2013,2013.0,Mar,False
530,HAL,Mar 2014,15135.0,13565.0,1570.0,10.0,2618.0,8,603,3578.0,25.0,2693.0,28.0,33.0,Mar 2014,2014.0,Mar,False
531,HAL,Mar 2015,15730.0,13379.0,2351.0,15.0,1642.0,15,806,3173.0,25.0,2388.0,25.0,20.0,Mar 2015,2015.0,Mar,False
532,HAL,Mar 2016,16758.0,14281.0,2478.0,15.0,1598.0,6,863,3207.0,38.0,1998.0,28.0,31.0,Mar 2016,2016.0,Mar,False
533,HAL,Mar 2017,17950.0,14714.0,3236.0,18.0,1044.0,16,681,3583.0,27.0,2616.0,36.0,31.0,Mar 2017,2017.0,Mar,False
534,HAL,Mar 2018,18519.0,15059.0,3460.0,19.0,761.0,35,947,3240.0,39.0,1987.0,30.0,54.0,Mar 2018,2018.0,Mar,False
535,HAL,Mar 2019,20008.0,15440.0,4569.0,23.0,376.0,177,1024,3742.0,37.0,2346.0,35.0,28.0,Mar 2019,2019.0,Mar,False
536,HAL,Mar 2020,21445.0,16565.0,4880.0,23.0,415.0,359,998,3938.0,28.0,2842.0,42.0,39.0,Mar 2020,2020.0,Mar,False
537,HAL,Mar 2021,22882.0,17541.0,5341.0,23.0,360.0,267,1157,4277.0,24.0,3239.0,48.0,31.0,Mar 2021,2021.0,Mar,False
538,HAL,Mar 2022,24620.0,19200.0,5420.0,22.0,986.0,65,1110,5231.0,3.0,5086.0,76.0,26.0,Mar 2022,2022.0,Mar,False
539,HAL,Mar 2023,26928.0,20258.0,6669.0,25.0,1672.0,64,1784,6493.0,10.0,5811.0,87.0,32.0,Mar 2023,2023.0,Mar,False
540,HAL,Mar 2024,30381.0,20631.0,9749.0,32.0,1899.0,43,1406,10199.0,26.0,7595.0,114.0,31.0,Mar 2024,2024.0,Mar,False
541,HAL,TTM,31154.0,21199.0,9954.0,32.0,2304.0,32,1182,11045.0,,8472.0,127.0,,TTM,,,True
542,HAVELLS,Mar 2013,7135.0,6461.0,674.0,9.0,222.0,123,110,664.0,12.0,581.0,9.0,16.0,Mar 2013,2013.0,Mar,False
543,HAVELLS,Mar 2014,8051.0,7274.0,777.0,10.0,35.0,102,116,594.0,25.0,446.0,7.0,42.0,Mar 2014,2014.0,Mar,False
544,HAVELLS,Mar 2015,8468.0,7713.0,755.0,9.0,48.0,96,139,569.0,32.0,385.0,6.0,49.0,Mar 2015,2015.0,Mar,False
545,HAVELLS,Mar 2016,7594.0,6798.0,796.0,10.0,949.0,91,134,1520.0,14.0,1300.0,21.0,29.0,Mar 2016,2016.0,Mar,False
546,HAVELLS,Mar 2017,6130.0,5315.0,815.0,13.0,42.0,13,121,723.0,32.0,494.0,8.0,44.0,Mar 2017,2017.0,Mar,False
547,HAVELLS,Mar 2018,8116.0,7083.0,1033.0,13.0,97.0,25,140,965.0,31.0,661.0,11.0,4.0,Mar 2018,2018.0,Mar,False
548,HAVELLS,Mar 2019,10073.0,8885.0,1189.0,12.0,124.0,16,149,1147.0,31.0,788.0,13.0,36.0,Mar 2019,2019.0,Mar,False
549,HAVELLS,Mar 2020,9440.0,8374.0,1067.0,11.0,107.0,51,218,904.0,19.0,735.0,12.0,34.0,Mar 2020,2020.0,Mar,False
550,HAVELLS,Mar 2021,10457.0,8868.0,1589.0,15.0,187.0,90,249,1438.0,27.0,1044.0,17.0,39.0,Mar 2021,2021.0,Mar,False
551,HAVELLS,Mar 2022,13938.0,12163.0,1775.0,13.0,159.0,67,261,1607.0,26.0,1196.0,19.0,39.0,Mar 2022,2022.0,Mar,False
552,HAVELLS,Mar 2023,16911.0,15290.0,1621.0,10.0,178.0,55,296,1447.0,26.0,1072.0,17.0,44.0,Mar 2023,2023.0,Mar,False
553,HAVELLS,Mar 2024,18590.0,16709.0,1881.0,10.0,249.0,84,338,1707.0,26.0,1271.0,20.0,44.0,Mar 2024,2024.0,Mar,False
554,HAVELLS,TTM,20677.0,18668.0,2008.0,10.0,310.0,46,384,1889.0,,1400.0,22.0,,TTM,,,True
555,HCLTECH,Jun 2013,25581.0,19901.0,5680.0,22.0,332.0,106,637,5270.0,23.0,4040.0,14.0,21.0,Jun 2013,2013.0,Jun,False
556,HCLTECH,Jun 2014,32144.0,24108.0,8035.0,25.0,677.0,114,681,7917.0,18.0,6528.0,23.0,11.0,Jun 2014,2014.0,Jun,False
557,HCLTECH,Jun 2015,36701.0,28215.0,8486.0,23.0,1126.0,91,404,9117.0,20.0,7342.0,26.0,58.0,Jun 2015,2015.0,Jun,False
558,HCLTECH,Mar 2016 9m,31136.0,24482.0,6654.0,21.0,871.0,74,410,7041.0,20.0,5602.0,20.0,40.0,Mar 2016,2016.0,Mar,False
559,HCLTECH,Mar 2017,47568.0,37178.0,10390.0,22.0,1069.0,89,828,10542.0,18.0,8606.0,30.0,40.0,Mar 2017,2017.0,Mar,False
560,HCLTECH,Mar 2018,50569.0,39323.0,11246.0,22.0,1230.0,69,1383,11024.0,21.0,8722.0,31.0,19.0,Mar 2018,2018.0,Mar,False
561,HCLTECH,Mar 2019,60427.0,46501.0,13926.0,23.0,943.0,174,2073,12622.0,20.0,10120.0,37.0,11.0,Mar 2019,2019.0,Mar,False
562,HCLTECH,Mar 2020,70676.0,53360.0,17316.0,24.0,589.0,505,3420,13980.0,21.0,11057.0,41.0,25.0,Mar 2020,2020.0,Mar,False
563,HCLTECH,Mar 2021,75379.0,55331.0,20048.0,27.0,927.0,511,4611,15853.0,30.0,11169.0,41.0,24.0,Mar 2021,2021.0,Mar,False
564,HCLTECH,Mar 2022,85651.0,65122.0,20529.0,24.0,1067.0,319,4326,16951.0,20.0,13523.0,50.0,84.0,Mar 2022,2022.0,Mar,False
565,HCLTECH,Mar 2023,101456.0,78828.0,22628.0,22.0,1358.0,353,4145,19488.0,24.0,14845.0,55.0,88.0,Mar 2023,2023.0,Mar,False
566,HCLTECH,Mar 2024,109913.0,85715.0,24198.0,22.0,1495.0,553,4173,20967.0,25.0,15710.0,58.0,90.0,Mar 2024,2024.0,Mar,False
567,HCLTECH,TTM,115308.0,90169.0,25139.0,22.0,2452.0,659,4137,22795.0,,17085.0,63.0,,TTM,,,True
568,HDFCBANK,Mar 2013,35861.0,19695.0,12631.0,3534.0,10.0,7133,663,10004.0,31.0,6903.0,14.0,19.0,Mar 2013,2013.0,Mar,False
569,HDFCBANK,Mar 2014,42555.0,23445.0,13508.0,5602.0,13.0,8298,689,13211.0,34.0,8768.0,18.0,19.0,Mar 2014,2014.0,Mar,False
570,HDFCBANK,Mar 2015,50666.0,27288.0,16164.0,7214.0,14.0,9546,680,16079.0,33.0,10703.0,21.0,19.0,Mar 2015,2015.0,Mar,False
571,HDFCBANK,Mar 2016,63162.0,34070.0,20055.0,9037.0,14.0,11212,738,19511.0,34.0,12821.0,25.0,19.0,Mar 2016,2016.0,Mar,False
